"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"EF Lewis",2021,4703,1293,2813,4507,7848
"Elochoman, Skamokawa",2021,1800,407,1179,1747,2739
"Grays, Chinook",2021,1173,259,775,1141,1794
"Kalama",2021,231,108,99,207,493
"Lower Cowlitz",2021,6110,998,4528,5981,8391
"Lower Gorge",2021,1428,434,857,1343,2501
"Mill, Abernathy, Germany, Coal",2021,1795,154,1508,1789,2113
"NF Lewis",2021,5464,758,4348,5349,7246
"NF Toutle",2021,2377,475,1647,2308,3471
"Salmon Creek",2021,1704,505,937,1629,2890
"SF Toutle",2021,2761,783,1643,2641,4553
"Tilton",2021,6394,82,6231,6393,6553
"Upper Cowlitz and Cispus",2021,9663,99,9466,9661,9855
"Washougal",2021,818,240,455,787,1412
"Coweeman",2022,4226,898,2819,4101,6288
"EF Lewis",2022,3370,902,2021,3242,5569
"Elochoman, Skamokawa",2022,1111,324,609,1065,1842
"Grays, Chinook",2022,1009,242,596,990,1528
"Kalama",2022,227,92,109,209,462
"Lower Cowlitz",2022,4786,755,3584,4705,6516
"Lower Gorge",2022,1366,382,832,1294,2317
"Mill, Abernathy, Germany, Coal",2022,2430,217,2030,2424,2866
"NF Lewis",2022,5832,353,5250,5802,6582
"NF Toutle",2022,2546,435,1837,2498,3559
"Salmon Creek",2022,1428,459,722,1367,2487
"SF Toutle",2022,2057,653,1017,1990,3568
"Tilton",2022,7256,86,7086,7257,7425
"Upper Cowlitz and Cispus",2022,11510,108,11302,11508,11727
"Washougal",2022,872,252,506,835,1473
"Coweeman",2023,2916,627,1918,2850,4377
"EF Lewis",2023,1932,622,1005,1843,3414
"Elochoman, Skamokawa",2023,1608,361,1039,1559,2449
"Grays, Chinook",2023,954,245,566,923,1517
"Kalama",2023,218,94,98,199,459
"Lower Cowlitz",2023,6273,856,4868,6180,8234
"Lower Gorge",2023,1028,359,476,983,1894
"Mill, Abernathy, Germany, Coal",2023,2829,223,2412,2820,3297
"NF Lewis",2023,4541,252,4205,4500,5127
"NF Toutle",2023,2107,411,1436,2066,3014
"Salmon Creek",2023,1161,465,429,1107,2194
"SF Toutle",2023,2034,608,1136,1931,3443
"Tilton",2023,1336,39,1257,1337,1411
"Upper Cowlitz and Cispus",2023,6264,88,6088,6267,6437
"Washougal",2023,667,222,312,645,1178
"Coweeman",2024,2456,780,1236,2350,4313
"EF Lewis",2024,4329,1201,2515,4153,7246
"Elochoman, Skamokawa",2024,2035,495,1256,1975,3114
"Grays, Chinook",2024,1209,358,629,1170,2029
"Kalama",2024,209,122,50,186,509
"Lower Cowlitz",2024,11579,2061,8458,11304,16562
"Lower Gorge",2024,1512,511,771,1427,2790
"Mill, Abernathy, Germany, Coal",2024,4078,296,3539,4067,4697
"NF Lewis",2024,3549,315,3185,3481,4316
"NF Toutle",2024,2617,658,1616,2522,4216
"Salmon Creek",2024,1726,624,800,1643,3179
"SF Toutle",2024,2796,949,1434,2638,5041
"Tilton",2024,859,30,800,859,919
"Upper Cowlitz and Cispus",2024,12114,133,11849,12120,12360
"Washougal",2024,1138,368,621,1076,1979
