"","2.5%","25%","50%","75%","97.5%","mean","sd"
"Delameter_Above Weir",0.26766623301131,0.308031360847075,0.332350914971513,0.358463740325959,0.413503581796334,0.334428717316085,0.0377517448501904
"Lacamas_Above Weir",0.0643382968976108,0.0915623746167929,0.108125229499808,0.126951392121973,0.171699277016158,0.110637116432776,0.0271759506207472
"Olequa_Above Weir",0.0230585783014965,0.0362300950516569,0.0449201188080374,0.0551037979601345,0.0782501993921614,0.0464153627879642,0.0143681659419364
"Ostrander_Above Weir",0.404013470165503,0.452707524313468,0.481416961248032,0.513805513781711,0.581704406187677,0.484366156684567,0.0453486185425563
