"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"EF Lewis",2023,340,179,108,305,798
"Elochoman, Skamokawa",2023,420,191,143,387,867
"Grays, Chinook",2023,572,246,229,527,1171
"Kalama",2023,278,134,107,249,620
"Lower Cowlitz",2023,1213,312,787,1154,1947
"Lower Gorge",2023,194,162,30,151,632
"Mill, Abernathy, Germany, Coal",2023,480,90,324,472,669
"NF Lewis",2023,9207,4307,6174,7961,20827
"NF Toutle",2023,590,255,264,541,1201
"Salmon Creek",2023,145,147,13,103,551
"SF Toutle",2023,497,219,195,454,1022
"Tilton",2023,6862,948,4641,6992,8308
"Upper Cowlitz and Cispus",2023,6794,490,5636,6889,7480
"Washougal",2023,237,153,58,199,632
"Coweeman",2024,1012,504,323,909,2270
"EF Lewis",2024,245,139,67,217,583
"Elochoman, Skamokawa",2024,1936,542,1115,1853,3197
"Grays, Chinook",2024,2492,874,1290,2333,4590
"Kalama",2024,337,257,71,270,962
"Lower Cowlitz",2024,455,341,140,360,1402
"Lower Gorge",2024,717,438,193,613,1876
"Mill, Abernathy, Germany, Coal",2024,1276,143,1021,1269,1576
"NF Lewis",2024,12443,12543,8152,9959,30126
"NF Toutle",2024,1177,1069,250,914,3762
"Salmon Creek",2024,89,96,5,59,353
"SF Toutle",2024,429,299,82,354,1167
"Tilton",2024,8996,1190,6143,9164,10853
"Upper Cowlitz and Cispus",2024,16753,1163,13822,16973,18362
"Washougal",2024,349,195,103,307,827
