"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2010,4417,950,2900,4312,6629
"EF Lewis",2010,2055,744,995,1932,3875
"Elochoman, Skamokawa",2010,3569,980,2076,3411,5891
"Grays, Chinook",2010,2538,1077,1138,2316,5273
"Kalama",2010,2346,2560,463,1616,8737
"Lower Cowlitz",2010,7879,6153,3808,6691,18951
"Lower Gorge",2010,857,287,461,803,1555
"Mill, Abernathy, Germany, Coal",2010,1305,336,871,1248,2071
"NF Lewis",2010,3157,611,2421,3018,4682
"NF Toutle",2010,4331,1616,2761,4034,7574
"Salmon Creek",2010,1828,1282,600,1514,5004
"SF Toutle",2010,2508,841,1277,2376,4485
"Tilton",2010,2935,152,2622,2940,3213
"Upper Cowlitz and Cispus",2010,22075,287,21486,22085,22610
"Washougal",2010,1264,487,619,1168,2469
"Coweeman",2011,4254,887,2837,4129,6334
"EF Lewis",2011,1578,531,808,1491,2836
"Elochoman, Skamokawa",2011,1739,454,1043,1671,2841
"Grays, Chinook",2011,5214,2518,2103,4701,11219
"Kalama",2011,532,487,124,399,1790
"Lower Cowlitz",2011,5691,4498,2638,4746,14302
"Lower Gorge",2011,586,179,345,553,1024
"Mill, Abernathy, Germany, Coal",2011,844,259,537,797,1382
"NF Lewis",2011,1949,418,1474,1851,2959
"NF Toutle",2011,1474,620,774,1348,2914
"Salmon Creek",2011,1022,437,451,926,2136
"SF Toutle",2011,1590,586,716,1512,2958
"Tilton",2011,6318,241,5821,6327,6764
"Upper Cowlitz and Cispus",2011,19392,275,18820,19398,19884
"Washougal",2011,556,219,276,511,1116
"Coweeman",2012,3998,872,2618,3890,6011
"EF Lewis",2012,3712,1226,1993,3492,6567
"Elochoman, Skamokawa",2012,865,253,461,836,1445
"Grays, Chinook",2012,881,292,455,831,1596
"Kalama",2012,304,163,115,266,709
"Lower Cowlitz",2012,6750,4017,2920,5851,16084
"Lower Gorge",2012,685,209,381,655,1192
"Mill, Abernathy, Germany, Coal",2012,782,266,502,733,1331
"NF Lewis",2012,1911,354,1452,1850,2786
"NF Toutle",2012,1919,492,1250,1833,3154
"Salmon Creek",2012,1056,389,512,993,1979
"SF Toutle",2012,2462,747,1395,2331,4242
"Tilton",2012,4868,204,4436,4878,5238
"Upper Cowlitz and Cispus",2012,3817,82,3652,3818,3972
"Washougal",2012,521,162,286,491,922
"Coweeman",2013,4885,962,3342,4773,7044
"EF Lewis",2013,3300,1057,1809,3103,5925
"Elochoman, Skamokawa",2013,1517,365,926,1471,2349
"Grays, Chinook",2013,2373,588,1511,2279,3755
"Kalama",2013,424,217,165,375,958
"Lower Cowlitz",2013,8281,2571,4977,7818,14654
"Lower Gorge",2013,979,279,582,927,1687
"Mill, Abernathy, Germany, Coal",2013,1088,559,786,1010,1819
"NF Lewis",2013,9005,482,8404,8908,10139
"NF Toutle",2013,3193,709,2218,3075,4880
"Salmon Creek",2013,1311,443,651,1248,2415
"SF Toutle",2013,3726,1149,2131,3502,6528
"Tilton",2013,6386,262,5850,6395,6868
"Upper Cowlitz and Cispus",2013,5811,274,5224,5825,6309
"Washougal",2013,789,251,426,746,1378
"Coweeman",2014,9167,2085,5771,8898,13774
"EF Lewis",2014,6322,2157,3164,5982,11506
"Elochoman, Skamokawa",2014,5916,1323,3888,5732,9065
"Grays, Chinook",2014,4726,699,3700,4630,6361
"Kalama",2014,1510,762,525,1336,3458
"Lower Cowlitz",2014,27340,2497,23077,27126,32888
"Lower Gorge",2014,2821,963,1207,2717,5027
"Mill, Abernathy, Germany, Coal",2014,3982,1731,3093,3725,6314
"NF Lewis",2014,20358,1913,17283,20150,24624
"NF Toutle",2014,8569,2173,5646,8165,13945
"Salmon Creek",2014,3876,1392,1773,3674,7152
"SF Toutle",2014,13386,4306,7572,12569,24139
"Tilton",2014,13792,191,13409,13797,14156
"Upper Cowlitz and Cispus",2014,29413,322,28754,29425,30015
"Washougal",2014,3220,1219,1413,3010,6069
"Coweeman",2015,1654,408,1001,1604,2540
"EF Lewis",2015,764,311,319,707,1508
"Elochoman, Skamokawa",2015,666,206,339,642,1128
"Grays, Chinook",2015,667,183,426,629,1109
"Kalama",2015,249,126,91,222,570
"Lower Cowlitz",2015,2978,563,2140,2892,4289
"Lower Gorge",2015,474,138,274,450,810
"Mill, Abernathy, Germany, Coal",2015,878,350,679,845,1225
"NF Lewis",2015,4846,265,4452,4810,5428
"NF Toutle",2015,2204,770,1307,2056,4005
"Salmon Creek",2015,753,268,365,712,1393
"SF Toutle",2015,3528,1132,1913,3340,6304
"Tilton",2015,2887,107,2664,2892,3078
"Upper Cowlitz and Cispus",2015,1296,49,1195,1299,1387
"Washougal",2015,440,175,192,412,859
"Coweeman",2016,4096,826,2749,4020,6006
"EF Lewis",2016,2225,951,941,2049,4467
"Elochoman, Skamokawa",2016,1424,391,794,1384,2317
"Grays, Chinook",2016,1626,344,1124,1571,2452
"Kalama",2016,231,125,92,201,560
"Lower Cowlitz",2016,5302,951,3846,5170,7594
"Lower Gorge",2016,906,272,523,859,1569
"Mill, Abernathy, Germany, Coal",2016,1629,325,1321,1582,2221
"NF Lewis",2016,9887,719,8787,9784,11588
"NF Toutle",2016,5288,1011,3754,5149,7501
"Salmon Creek",2016,1668,553,886,1569,3054
"SF Toutle",2016,3759,1159,2123,3568,6576
"Tilton",2016,6883,250,6355,6896,7340
"Upper Cowlitz and Cispus",2016,9721,258,9168,9728,10185
"Washougal",2016,1224,424,596,1161,2230
"Coweeman",2017,3184,714,2070,3093,4898
"EF Lewis",2017,2646,765,1494,2530,4500
"Elochoman, Skamokawa",2017,1462,363,911,1412,2332
"Grays, Chinook",2017,1387,370,880,1315,2276
"Kalama",2017,191,139,60,155,546
"Lower Cowlitz",2017,4128,1109,2691,3912,6962
"Lower Gorge",2017,706,225,358,673,1216
"Mill, Abernathy, Germany, Coal",2017,1147,141,924,1134,1444
"NF Lewis",2017,9864,686,8813,9768,11482
"NF Toutle",2017,1510,616,883,1378,3015
"Salmon Creek",2017,1568,587,821,1451,3021
"SF Toutle",2017,1531,518,672,1481,2656
"Tilton",2017,10393,181,10017,10400,10726
"Upper Cowlitz and Cispus",2017,11612,200,11193,11625,11973
"Washougal",2017,1219,405,631,1150,2204
"Coweeman",2018,4131,934,2668,3992,6292
"EF Lewis",2018,2001,577,1145,1900,3426
"Elochoman, Skamokawa",2018,2194,553,1362,2105,3539
"Grays, Chinook",2018,1520,419,934,1442,2564
"Kalama",2018,269,129,123,240,594
"Lower Cowlitz",2018,3342,645,2365,3241,4908
"Lower Gorge",2018,830,260,467,782,1479
"Mill, Abernathy, Germany, Coal",2018,1370,117,1157,1364,1613
"NF Lewis",2018,11659,1604,9514,11384,15386
"NF Toutle",2018,1529,500,950,1433,2741
"Salmon Creek",2018,1560,539,857,1455,2905
"SF Toutle",2018,1432,489,648,1375,2568
"Tilton",2018,4414,134,4123,4424,4647
"Upper Cowlitz and Cispus",2018,5962,112,5730,5966,6168
"Washougal",2018,1088,395,548,1016,2042
"Coweeman",2019,4741,1041,3037,4616,7101
"EF Lewis",2019,2667,757,1537,2558,4528
"Elochoman, Skamokawa",2019,3118,720,2021,3025,4779
"Grays, Chinook",2019,1908,543,1205,1808,3258
"Kalama",2019,335,219,120,275,891
"Lower Cowlitz",2019,3759,753,2696,3621,5618
"Lower Gorge",2019,1694,480,1051,1598,2929
"Mill, Abernathy, Germany, Coal",2019,2456,175,2136,2451,2811
"NF Lewis",2019,9785,1529,7646,9516,13581
"NF Toutle",2019,2936,596,2091,2838,4388
"Salmon Creek",2019,2068,682,1138,1942,3708
"SF Toutle",2019,2748,781,1582,2636,4553
"Tilton",2019,7173,189,6765,7185,7516
"Upper Cowlitz and Cispus",2019,9697,170,9341,9703,10012
"Washougal",2019,1374,431,743,1308,2366
"Coweeman",2020,5758,1221,3745,5644,8561
"EF Lewis",2020,2680,833,1412,2570,4657
"Elochoman, Skamokawa",2020,2688,635,1709,2594,4136
"Grays, Chinook",2020,1818,490,1153,1722,3041
"Kalama",2020,1012,438,464,918,2089
"Lower Cowlitz",2020,5389,920,3881,5292,7416
"Lower Gorge",2020,1381,423,729,1318,2420
"Mill, Abernathy, Germany, Coal",2020,2114,188,1773,2104,2525
"NF Lewis",2020,17573,1981,14453,17302,22220
"NF Toutle",2020,2649,517,1835,2582,3878
"Salmon Creek",2020,2079,673,1086,1980,3665
"SF Toutle",2020,2804,837,1544,2689,4808
"Tilton",2020,13208,277,12621,13227,13712
"Upper Cowlitz and Cispus",2020,21229,237,20751,21234,21662
"Washougal",2020,2444,722,1408,2323,4175
"Coweeman",2021,6245,1314,4147,6068,9345
"EF Lewis",2021,5080,1387,3065,4858,8411
"Elochoman, Skamokawa",2021,3336,734,2197,3238,5052
"Grays, Chinook",2021,2766,516,2007,2675,4008
"Kalama",2021,971,519,403,858,2255
"Lower Cowlitz",2021,7223,1166,5443,7063,9836
"Lower Gorge",2021,1541,469,924,1455,2675
"Mill, Abernathy, Germany, Coal",2021,2098,171,1773,2091,2448
"NF Lewis",2021,13200,1238,11472,12969,16269
"NF Toutle",2021,2839,616,1945,2746,4292
"Salmon Creek",2021,1806,536,995,1726,3078
"SF Toutle",2021,3116,881,1841,2982,5133
"Tilton",2021,14933,463,13958,14961,15783
"Upper Cowlitz and Cispus",2021,29360,288,28756,29369,29887
"Washougal",2021,1012,300,558,967,1737
"Coweeman",2022,4792,1007,3211,4660,7107
"EF Lewis",2022,3736,985,2272,3588,6083
"Elochoman, Skamokawa",2022,1354,382,786,1296,2257
"Grays, Chinook",2022,1829,451,1191,1753,2905
"Kalama",2022,567,229,271,520,1158
"Lower Cowlitz",2022,5566,912,4137,5442,7622
"Lower Gorge",2022,1764,501,1084,1659,3032
"Mill, Abernathy, Germany, Coal",2022,3189,250,2733,3175,3702
"NF Lewis",2022,14214,1747,12398,13820,18590
"NF Toutle",2022,3091,642,2149,2991,4597
"Salmon Creek",2022,1531,490,760,1468,2691
"SF Toutle",2022,2407,778,1190,2320,4206
"Tilton",2022,16269,420,15399,16291,17020
"Upper Cowlitz and Cispus",2022,23377,305,22740,23390,23949
"Washougal",2022,1406,397,830,1348,2344
"Coweeman",2023,3457,715,2298,3384,5084
"EF Lewis",2023,2272,728,1193,2169,4002
"Elochoman, Skamokawa",2023,2028,430,1351,1968,3018
"Grays, Chinook",2023,1526,390,947,1464,2448
"Kalama",2023,496,205,232,454,1010
"Lower Cowlitz",2023,7486,1003,5864,7349,9809
"Lower Gorge",2023,1222,439,558,1164,2294
"Mill, Abernathy, Germany, Coal",2023,3309,249,2858,3305,3834
"NF Lewis",2023,13748,4431,10478,12493,25959
"NF Toutle",2023,2697,569,1800,2628,4019
"Salmon Creek",2023,1306,535,471,1238,2541
"SF Toutle",2023,2531,763,1389,2407,4332
"Tilton",2023,8198,963,5921,8328,9659
"Upper Cowlitz and Cispus",2023,13058,534,11795,13159,13819
"Washougal",2023,904,312,430,864,1639
"Coweeman",2024,3468,1031,1920,3314,5876
"EF Lewis",2024,4574,1269,2667,4394,7662
"Elochoman, Skamokawa",2024,3970,888,2640,3827,6035
"Grays, Chinook",2024,3701,1095,2103,3509,6342
"Kalama",2024,546,353,133,463,1410
"Lower Cowlitz",2024,12034,2129,8878,11751,17118
"Lower Gorge",2024,2229,798,1136,2075,4234
"Mill, Abernathy, Germany, Coal",2024,5354,366,4684,5342,6107
"NF Lewis",2024,15991,12649,11470,13486,33717
"NF Toutle",2024,3794,1282,2281,3554,6888
"Salmon Creek",2024,1816,655,858,1721,3328
"SF Toutle",2024,3225,1104,1646,3045,5903
"Tilton",2024,9855,1200,6988,10029,11718
"Upper Cowlitz and Cispus",2024,28868,1243,25734,29100,30586
"Washougal",2024,1487,471,837,1397,2658
