"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2010,392,170,143,363,808
"EF Lewis",2010,583,366,144,500,1507
"Elochoman, Skamokawa",2010,2278,737,1197,2163,4054
"Grays, Chinook",2010,2097,1068,827,1854,4791
"Kalama",2010,2228,2276,449,1608,7779
"Lower Cowlitz",2010,2078,6070,262,940,11032
"Lower Gorge",2010,197,101,71,176,449
"Mill, Abernathy, Germany, Coal",2010,130,36,78,124,214
"NF Lewis",2010,814,164,612,784,1205
"NF Toutle",2010,2275,1121,1310,2051,4691
"Salmon Creek",2010,600,1678,6,172,3884
"SF Toutle",2010,455,199,187,415,954
"Tilton",2010,2051,149,1744,2059,2325
"Upper Cowlitz and Cispus",2010,19343,270,18797,19350,19857
"Washougal",2010,451,217,167,405,997
"Coweeman",2011,184,98,52,165,429
"EF Lewis",2011,122,97,19,96,379
"Elochoman, Skamokawa",2011,930,325,443,879,1693
"Grays, Chinook",2011,4500,2452,1636,3911,10769
"Kalama",2011,608,708,87,406,2334
"Lower Cowlitz",2011,1357,6412,123,549,6694
"Lower Gorge",2011,76,62,12,59,237
"Mill, Abernathy, Germany, Coal",2011,125,38,73,118,217
"NF Lewis",2011,451,141,324,420,765
"NF Toutle",2011,380,399,73,271,1342
"Salmon Creek",2011,153,230,4,77,790
"SF Toutle",2011,214,176,33,165,681
"Tilton",2011,4389,225,3930,4397,4804
"Upper Cowlitz and Cispus",2011,11823,252,11308,11835,12291
"Washougal",2011,60,47,9,47,184
"Coweeman",2012,161,123,25,129,477
"EF Lewis",2012,242,164,50,202,665
"Elochoman, Skamokawa",2012,199,115,50,175,495
"Grays, Chinook",2012,387,231,106,333,986
"Kalama",2012,305,194,91,257,800
"Lower Cowlitz",2012,1506,3671,167,865,6367
"Lower Gorge",2012,108,68,29,91,285
"Mill, Abernathy, Germany, Coal",2012,15,5,7,14,27
"NF Lewis",2012,296,88,184,279,506
"NF Toutle",2012,406,278,114,338,1104
"Salmon Creek",2012,123,145,7,77,512
"SF Toutle",2012,288,190,64,243,771
"Tilton",2012,3642,190,3246,3650,3984
"Upper Cowlitz and Cispus",2012,2234,66,2099,2237,2357
"Washougal",2012,65,46,12,53,185
"Coweeman",2013,585,273,200,540,1256
