"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"EF Lewis",2013,266,142,84,237,618
"Elochoman, Skamokawa",2013,518,198,225,486,985
"Grays, Chinook",2013,1663,531,910,1568,2915
"Kalama",2013,411,262,121,343,1090
"Lower Cowlitz",2013,1689,723,774,1558,3333
"Lower Gorge",2013,212,120,59,186,517
"Mill, Abernathy, Germany, Coal",2013,57,15,33,55,90
"NF Lewis",2013,7553,232,7228,7516,8101
"NF Toutle",2013,654,361,243,574,1544
"Salmon Creek",2013,67,80,3,40,278
"SF Toutle",2013,536,295,172,473,1276
"Tilton",2013,3778,243,3261,3791,4217
"Upper Cowlitz and Cispus",2013,5837,277,5257,5854,6334
"Washougal",2013,239,120,78,213,532
"Coweeman",2014,1363,434,690,1309,2360
"EF Lewis",2014,922,493,289,820,2163
"Elochoman, Skamokawa",2014,1787,504,1028,1711,2999
"Grays, Chinook",2014,1879,521,1047,1824,3050
"Kalama",2014,1517,843,510,1326,3631
"Lower Cowlitz",2014,1305,481,714,1201,2570
"Lower Gorge",2014,628,344,193,559,1468
"Mill, Abernathy, Germany, Coal",2014,341,35,278,339,415
"NF Lewis",2014,9252,480,8640,9165,10384
"NF Toutle",2014,2353,808,1351,2191,4347
"Salmon Creek",2014,117,133,7,74,476
"SF Toutle",2014,2183,856,1080,2002,4352
"Tilton",2014,4907,154,4592,4914,5196
"Upper Cowlitz and Cispus",2014,22613,300,22003,22620,23175
"Washougal",2014,1928,802,802,1787,3886
"Coweeman",2015,306,153,97,277,676
"EF Lewis",2015,144,110,26,115,426
"Elochoman, Skamokawa",2015,203,101,67,184,457
"Grays, Chinook",2015,321,160,118,288,732
"Kalama",2015,260,147,86,226,634
"Lower Cowlitz",2015,275,209,75,214,834
"Lower Gorge",2015,63,47,12,51,183
"Mill, Abernathy, Germany, Coal",2015,50,13,29,49,79
"NF Lewis",2015,3811,149,3614,3786,4166
"NF Toutle",2015,1163,632,465,1020,2715
"Salmon Creek",2015,48,75,2,24,242
"SF Toutle",2015,1563,656,681,1433,3217
"Tilton",2015,1555,95,1350,1561,1726
"Upper Cowlitz and Cispus",2015,940,40,857,941,1015
"Washougal",2015,274,156,85,239,664
"Coweeman",2016,602,320,165,539,1395
"EF Lewis",2016,722,528,140,590,2104
"Elochoman, Skamokawa",2016,426,213,133,386,957
"Grays, Chinook",2016,916,327,436,862,1717
"Kalama",2016,166,134,31,130,512
"Lower Cowlitz",2016,544,401,134,431,1624
"Lower Gorge",2016,69,46,15,57,191
"Mill, Abernathy, Germany, Coal",2016,163,22,124,161,209
"NF Lewis",2016,6337,299,5897,6290,7036
"NF Toutle",2016,3020,806,1852,2893,4932
"Salmon Creek",2016,172,234,8,95,777
"SF Toutle",2016,755,357,277,683,1631
"Tilton",2016,4297,232,3811,4310,4718
"Upper Cowlitz and Cispus",2016,8850,251,8321,8861,9309
"Washougal",2016,902,389,377,826,1856
"Coweeman",2017,360,277,49,287,1082
"EF Lewis",2017,972,482,329,881,2181
"Elochoman, Skamokawa",2017,349,230,61,296,924
"Grays, Chinook",2017,867,350,388,800,1739
"Kalama",2017,129,141,14,88,490
"Lower Cowlitz",2017,985,827,155,768,3098
"Lower Gorge",2017,116,102,19,87,377
"Mill, Abernathy, Germany, Coal",2017,75,13,52,74,103
"NF Lewis",2017,5357,407,4776,5285,6329
"NF Toutle",2017,372,376,90,284,1210
"Salmon Creek",2017,275,294,22,188,1052
"SF Toutle",2017,153,154,16,108,563
"Tilton",2017,5244,151,4926,5251,5518
"Upper Cowlitz and Cispus",2017,6447,167,6093,6455,6750
"Washougal",2017,872,347,402,807,1707
"Coweeman",2018,1130,933,99,870,3490
"EF Lewis",2018,269,166,65,232,686
"Elochoman, Skamokawa",2018,796,381,241,734,1697
"Grays, Chinook",2018,964,384,427,895,1905
"Kalama",2018,162,105,39,137,431
"Lower Cowlitz",2018,350,338,70,247,1235
"Lower Gorge",2018,159,98,39,136,406
"Mill, Abernathy, Germany, Coal",2018,169,28,119,167,229
"NF Lewis",2018,7487,850,6475,7284,9682
"NF Toutle",2018,380,321,81,305,1148
"Salmon Creek",2018,258,190,45,209,755
"SF Toutle",2018,136,150,12,91,533
"Tilton",2018,3142,116,2891,3150,3350
"Upper Cowlitz and Cispus",2018,5828,103,5618,5831,6018
"Washougal",2018,794,404,283,707,1821
"Coweeman",2019,1297,613,427,1187,2778
"EF Lewis",2019,277,207,46,224,814
"Elochoman, Skamokawa",2019,1023,459,344,946,2110
"Grays, Chinook",2019,1161,639,345,1035,2757
"Kalama",2019,212,217,29,147,791
"Lower Cowlitz",2019,278,199,80,219,814
"Lower Gorge",2019,435,249,119,383,1058
"Mill, Abernathy, Germany, Coal",2019,557,59,449,555,679
"NF Lewis",2019,4937,682,4202,4771,6621
"NF Toutle",2019,614,380,189,525,1592
"Salmon Creek",2019,356,298,49,273,1136
"SF Toutle",2019,302,197,66,255,807
"Tilton",2019,5662,177,5291,5670,5983
"Upper Cowlitz and Cispus",2019,6166,151,5850,6171,6438
"Washougal",2019,772,347,312,707,1621
"Coweeman",2020,879,479,239,784,2083
"EF Lewis",2020,305,219,58,249,879
"Elochoman, Skamokawa",2020,525,319,111,458,1321
"Grays, Chinook",2020,794,436,222,707,1863
"Kalama",2020,774,413,285,682,1817
"Lower Cowlitz",2020,419,273,156,349,1121
"Lower Gorge",2020,150,140,19,108,528
"Mill, Abernathy, Germany, Coal",2020,190,69,81,180,351
"NF Lewis",2020,6231,975,5264,6025,8527
"NF Toutle",2020,433,223,167,384,979
"Salmon Creek",2020,353,294,45,271,1126
"SF Toutle",2020,173,121,33,142,487
"Tilton",2020,10879,262,10318,10895,11352
"Upper Cowlitz and Cispus",2020,12374,199,11964,12380,12747
"Washougal",2020,1441,520,703,1350,2681
"Coweeman",2021,1240,510,497,1154,2484
"EF Lewis",2021,374,184,128,337,826
"Elochoman, Skamokawa",2021,1281,346,753,1232,2097
"Grays, Chinook",2021,1533,412,938,1467,2537
"Kalama",2021,934,589,293,787,2435
"Lower Cowlitz",2021,1145,486,499,1049,2315
"Lower Gorge",2021,112,78,23,92,317
"Mill, Abernathy, Germany, Coal",2021,240,51,153,235,353
"NF Lewis",2021,8053,1206,6980,7774,10812
"NF Toutle",2021,509,458,122,386,1571
"Salmon Creek",2021,133,143,8,89,512
"SF Toutle",2021,338,162,122,305,742
"Tilton",2021,8617,423,7718,8639,9376
"Upper Cowlitz and Cispus",2021,19765,251,19248,19775,20228
"Washougal",2021,203,115,59,179,491
"Coweeman",2022,498,302,111,432,1251
"EF Lewis",2022,409,300,67,333,1187
"Elochoman, Skamokawa",2022,210,161,33,168,618
"Grays, Chinook",2022,805,630,151,643,2396
"Kalama",2022,490,303,166,416,1245
"Lower Cowlitz",2022,1239,869,351,1019,3467
"Lower Gorge",2022,465,402,73,355,1503
"Mill, Abernathy, Germany, Coal",2022,555,103,378,548,775
"NF Lewis",2022,9158,3779,6406,8174,17978
"NF Toutle",2022,645,913,94,419,2606
"Salmon Creek",2022,143,237,3,65,759
"SF Toutle",2022,347,343,34,247,1236
"Tilton",2022,9173,1262,6200,9375,11064
"Upper Cowlitz and Cispus",2022,12122,845,10016,12300,13260
"Washougal",2022,725,358,267,650,1605
