"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Elochoman, Skamokawa",2018,0.406,0.137,0.155,0.404,0.674
"Grays, Chinook",2018,0.684,0.115,0.433,0.694,0.877
"Kalama",2018,0.622,0.162,0.267,0.642,0.88
"Lower Cowlitz",2018,0.104,0.075,0.024,0.082,0.306
"Lower Gorge",2018,0.207,0.086,0.071,0.197,0.402
"Mill, Abernathy, Germany, Coal",2018,0.155,0.02,0.117,0.154,0.197
"NF Lewis",2018,0.708,0.06,0.581,0.711,0.816
"NF Toutle",2018,0.267,0.121,0.08,0.25,0.553
"Salmon Creek",2018,0.118,0.066,0.026,0.106,0.277
"SF Toutle",2018,0.1,0.082,0.011,0.077,0.32
"Tilton",2018,0.704,0.009,0.684,0.704,0.721
"Upper Cowlitz and Cispus",2018,0.971,0.002,0.967,0.971,0.975
"Washougal",2018,0.695,0.1,0.478,0.703,0.865
"Coweeman",2019,0.262,0.091,0.106,0.254,0.455
"EF Lewis",2019,0.094,0.056,0.019,0.082,0.232
"Elochoman, Skamokawa",2019,0.367,0.118,0.151,0.362,0.602
"Grays, Chinook",2019,0.576,0.158,0.241,0.589,0.846
"Kalama",2019,0.509,0.184,0.164,0.51,0.848
"Lower Cowlitz",2019,0.076,0.047,0.023,0.063,0.202
"Lower Gorge",2019,0.269,0.103,0.095,0.261,0.489
"Mill, Abernathy, Germany, Coal",2019,0.278,0.02,0.241,0.278,0.318
"NF Lewis",2019,0.52,0.053,0.409,0.523,0.618
"NF Toutle",2019,0.213,0.084,0.085,0.2,0.411
"Salmon Creek",2019,0.11,0.07,0.019,0.094,0.285
"SF Toutle",2019,0.111,0.055,0.031,0.103,0.241
"Tilton",2019,0.784,0.007,0.77,0.784,0.796
"Upper Cowlitz and Cispus",2019,0.634,0.007,0.62,0.634,0.646
"Washougal",2019,0.547,0.089,0.367,0.549,0.716
"Coweeman",2020,0.161,0.071,0.051,0.151,0.322
"EF Lewis",2020,0.097,0.053,0.024,0.087,0.225
"Elochoman, Skamokawa",2020,0.222,0.109,0.056,0.207,0.468
"Grays, Chinook",2020,0.428,0.145,0.16,0.424,0.71
"Kalama",2020,0.724,0.092,0.521,0.733,0.877
"Lower Cowlitz",2020,0.078,0.04,0.031,0.069,0.184
"Lower Gorge",2020,0.108,0.075,0.017,0.089,0.303
"Mill, Abernathy, Germany, Coal",2020,0.113,0.039,0.051,0.108,0.201
"NF Lewis",2020,0.442,0.033,0.39,0.439,0.518
"NF Toutle",2020,0.169,0.061,0.078,0.16,0.311
"Salmon Creek",2020,0.103,0.066,0.017,0.088,0.267
"SF Toutle",2020,0.063,0.034,0.015,0.056,0.147
"Tilton",2020,0.819,0.004,0.81,0.819,0.827
"Upper Cowlitz and Cispus",2020,0.581,0.005,0.572,0.581,0.59
"Washougal",2020,0.607,0.067,0.469,0.608,0.731
"Coweeman",2021,0.207,0.062,0.101,0.203,0.339
"EF Lewis",2021,0.072,0.026,0.03,0.068,0.129
"Elochoman, Skamokawa",2021,0.46,0.05,0.363,0.459,0.556
"Grays, Chinook",2021,0.568,0.068,0.433,0.568,0.698
"Kalama",2021,0.746,0.087,0.556,0.754,0.892
"Lower Cowlitz",2021,0.158,0.052,0.076,0.151,0.279
"Lower Gorge",2021,0.071,0.039,0.018,0.064,0.166
"Mill, Abernathy, Germany, Coal",2021,0.146,0.026,0.098,0.145,0.201
"NF Lewis",2021,0.624,0.027,0.575,0.622,0.684
"NF Toutle",2021,0.165,0.092,0.052,0.142,0.4
"Salmon Creek",2021,0.041,0.037,0.003,0.03,0.14
"SF Toutle",2021,0.11,0.036,0.052,0.107,0.189
"Tilton",2021,0.574,0.012,0.548,0.574,0.594
"Upper Cowlitz and Cispus",2021,0.672,0.003,0.665,0.672,0.678
"Washougal",2021,0.18,0.069,0.068,0.173,0.334
"Coweeman",2022,0.1,0.051,0.026,0.091,0.22
"EF Lewis",2022,0.085,0.05,0.018,0.075,0.208
"Elochoman, Skamokawa",2022,0.201,0.108,0.042,0.183,0.455
"Grays, Chinook",2022,0.453,0.158,0.16,0.451,0.758
"Kalama",2022,0.604,0.078,0.444,0.606,0.748
"Lower Cowlitz",2022,0.209,0.102,0.071,0.189,0.463
"Lower Gorge",2022,0.219,0.107,0.055,0.204,0.462
"Mill, Abernathy, Germany, Coal",2022,0.244,0.038,0.175,0.243,0.322
"NF Lewis",2022,0.638,0.048,0.572,0.628,0.757
"NF Toutle",2022,0.169,0.117,0.036,0.138,0.493
"Salmon Creek",2022,0.041,0.053,0.001,0.021,0.193
"SF Toutle",2022,0.13,0.09,0.018,0.109,0.358
"Tilton",2022,0.555,0.035,0.466,0.563,0.6
"Upper Cowlitz and Cispus",2022,0.512,0.017,0.469,0.516,0.534
"Washougal",2022,0.389,0.096,0.211,0.387,0.584
