"","Population","Year","X2.5.","X25.","X50.","X75.","X97.5.","Origin"
"1","Coweeman",2010,1.49912871572508,2.83702177241175,3.8058058128971,5.05953415310607,8.46058643881324,"Hatchery"
"2","Coweeman",2011,0.547214470241564,1.19575995769999,1.73004267929574,2.43844884094152,4.49626607529055,"Hatchery"
"3","Coweeman",2012,0.264028659318132,0.79944233014001,1.35054176186234,2.21323344196145,4.99807926334156,"Hatchery"
"4","Coweeman",2013,2.09283088603009,4.07394166312764,5.64973581913141,7.5979941543271,13.1547342137005,"Hatchery"
"5","Coweeman",2014,7.22322788435872,10.9971032959473,13.7115061758078,16.8801095188078,24.7097450253823,"Hatchery"
"6","Coweeman",2015,1.0127982754849,2.0578547178671,2.90240403611432,4.02535470547075,7.0805901702527,"Hatchery"
"7","Coweeman",2016,1.72781912618364,3.897990529661,5.64627564102348,8.00857049464932,14.6095140729113,"Hatchery"
"8","Coweeman",2017,0.511728015175219,1.71177603818113,3.00990858163139,4.9854728673034,11.3329275426932,"Hatchery"
"9","Coweeman",2018,1.03295483281254,4.61823637761088,9.11429212584418,16.4736450222761,36.5494979297441,"Hatchery"
"10","Coweeman",2019,4.46795783286564,8.99310656246793,12.4340476721869,16.9035039802009,29.0912721844736,"Hatchery"
"11","Coweeman",2020,2.4993169954211,5.62289435504144,8.2103575129395,11.6480369220927,21.8095873235931,"Hatchery"
"12","Coweeman",2021,5.20615939876936,9.1686928874195,12.0844730273613,15.8062500847558,26.0159449247503,"Hatchery"
"13","Coweeman",2022,1.16413635445004,2.95699680542392,4.51961700255373,6.69238142956162,13.0979812319066,"Hatchery"
"14","EF Lewis",2010,1.02038866135326,2.32087380017794,3.55213572193139,5.25860872899921,10.7024214203738,"Hatchery"
"15","EF Lewis",2011,0.132460227405466,0.392910815394716,0.680454134467469,1.12504065796935,2.69492824302462,"Hatchery"
"16","EF Lewis",2012,0.357852220796272,0.921773429776495,1.43154893322357,2.19309143186458,4.72168540730529,"Hatchery"
"17","EF Lewis",2013,0.600069041384796,1.17858999057927,1.68444746876623,2.36460176303009,4.38936902449636,"Hatchery"
"18","EF Lewis",2014,2.05449460950274,4.10364211509897,5.82031784703094,8.15033589815507,15.3602866838888,"Hatchery"
"19","EF Lewis",2015,0.182301945218966,0.495933135484343,0.815551264592401,1.31422557164065,3.02250948870974,"Hatchery"
"20","EF Lewis",2016,0.991059071455876,2.62127487892367,4.18908107388685,6.52368396256801,14.9459410151131,"Hatchery"
"21","EF Lewis",2017,2.33497145521954,4.50914855180815,6.25805921385894,8.51849583934598,15.4895356118726,"Hatchery"
"22","EF Lewis",2018,0.463441709463183,1.09136004573237,1.64963573957173,2.42870682802366,4.87427887770542,"Hatchery"
"23","EF Lewis",2019,0.326371592842938,0.960541575327031,1.58734505875352,2.53368630006282,5.78245614396159,"Hatchery"
"24","EF Lewis",2020,0.41415812113825,1.10118847045729,1.76604587746,2.78226226435771,6.24491484854889,"Hatchery"
"25","EF Lewis",2021,0.906995995020579,1.73987651966282,2.39140468452843,3.28760124565376,5.86768625398468,"Hatchery"
"26","EF Lewis",2022,0.477622197660176,1.41777030328781,2.3668986129234,3.79323787762381,8.43196837555446,"Hatchery"
"27","Elochoman, Skamokawa",2010,7.41439973454252,10.8702264216266,13.3990036906528,16.4728259244854,25.1130253325246,"Hatchery"
"28","Elochoman, Skamokawa",2011,2.7413465166099,4.32204001561729,5.44504173082913,6.85313975223392,10.4891290917307,"Hatchery"
"29","Elochoman, Skamokawa",2012,0.31057865385404,0.730173053776817,1.0845161760396,1.56414687074057,3.06448729032837,"Hatchery"
"30","Elochoman, Skamokawa",2013,1.39463942700579,2.33234239369589,3.0127307106019,3.85481801684534,6.09992862046855,"Hatchery"
"31","Elochoman, Skamokawa",2014,6.37006831513978,8.8717263120282,10.5965804473755,12.7491874195813,18.5764333454419,"Hatchery"
