"","2.5%","25%","50%","75%","97.5%","mean","sd"
"Delameter_Above Weir",0.344321074914841,0.409985899888499,0.447398172028586,0.48815451670967,0.575436660255903,0.450765032538114,0.0593053955723393
"Lacamas_Above Weir",0.365561822123814,0.450481228315269,0.497789200006091,0.543373982687071,0.635987008049773,0.497604072126425,0.0689718432541367
"Olequa_Above Weir",0,0,0,0,0,0,0
"Ostrander_Above Weir",0.750632078199558,0.838916195727655,0.88828488622142,0.942721197604211,1.04691211196198,0.891655998358316,0.0770726667866702
