"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Green",2025,0.059,0.032,0.015,0.053,0.138
"Upper NF Toutle",2025,0,0,0,0,0.001
"NF_MS Toutle",2025,0.048,0.044,0.003,0.035,0.164
"SF Toutle",2025,0.031,0.025,0.003,0.024,0.099
"Coweeman",2025,0.097,0.04,0.034,0.092,0.189
"Kalama",2025,0.607,0.086,0.435,0.611,0.765
"Lower Lewis",2025,0.733,0.21,0.222,0.791,0.98
"Upper NF Lewis",2025,0.667,0.006,0.655,0.667,0.678
"Cedar",2025,0.075,0.016,0.047,0.074,0.109
"EF Lewis",2025,0.077,0.047,0.016,0.067,0.189
"Salmon Creek",2025,0.029,0.034,0.001,0.018,0.126
"Washougal",2025,0.18,0.09,0.046,0.166,0.385
"Lower Gorge",2025,0.077,0.056,0.011,0.063,0.221
"Duncan_Above Weir",2025,0.006,0.015,0,0.002,0.044
