"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Mill, Abernathy, Germany, Coal",2014,4052,1088,3162,3817,6352
"NF Lewis",2014,20511,1983,17323,20327,24886
"NF Toutle",2014,8566,2031,5837,8212,13449
"Salmon Creek",2014,3883,1392,1849,3664,7221
"SF Toutle",2014,13398,4094,7798,12645,23522
"Tilton",2014,13788,199,13385,13790,14157
"Upper Cowlitz and Cispus",2014,29412,317,28765,29420,30017
"Washougal",2014,3359,1221,1497,3169,6364
"Coweeman",2015,1739,418,1059,1698,2657
"EF Lewis",2015,826,345,348,768,1636
"Elochoman, Skamokawa",2015,708,213,362,687,1207
"Grays, Chinook",2015,687,175,438,656,1119
"Kalama",2015,269,132,97,243,587
"Lower Cowlitz",2015,3000,544,2145,2921,4293
"Lower Gorge",2015,479,141,274,455,817
"Mill, Abernathy, Germany, Coal",2015,901,217,693,865,1291
"NF Lewis",2015,4826,256,4449,4788,5394
"NF Toutle",2015,2245,659,1359,2113,3899
"Salmon Creek",2015,772,284,380,721,1481
"SF Toutle",2015,3615,1133,1989,3417,6302
"Tilton",2015,2886,107,2667,2891,3077
"Upper Cowlitz and Cispus",2015,1294,48,1196,1296,1382
"Washougal",2015,465,189,208,431,933
"Coweeman",2016,4192,814,2900,4091,6051
"EF Lewis",2016,2383,1014,1008,2199,4868
"Elochoman, Skamokawa",2016,1506,398,836,1461,2411
"Grays, Chinook",2016,1665,345,1156,1610,2507
"Kalama",2016,236,125,91,207,568
"Lower Cowlitz",2016,5337,956,3871,5202,7538
"Lower Gorge",2016,902,261,523,857,1549
"Mill, Abernathy, Germany, Coal",2016,1676,294,1346,1628,2319
"NF Lewis",2016,9893,738,8798,9774,11672
"NF Toutle",2016,5508,1093,3917,5372,7920
"Salmon Creek",2016,1708,595,897,1588,3198
"SF Toutle",2016,3866,1205,2231,3639,6778
"Tilton",2016,6885,244,6379,6892,7336
"Upper Cowlitz and Cispus",2016,9721,251,9202,9728,10180
"Washougal",2016,1292,437,653,1225,2338
"Coweeman",2017,3252,692,2130,3164,4852
"EF Lewis",2017,2686,783,1539,2548,4573
"Elochoman, Skamokawa",2017,1482,365,922,1434,2332
"Grays, Chinook",2017,1441,396,912,1362,2469
"Kalama",2017,187,120,64,156,500
"Lower Cowlitz",2017,4121,1042,2747,3924,6680
"Lower Gorge",2017,714,223,376,683,1243
"Mill, Abernathy, Germany, Coal",2017,1187,163,961,1165,1539
"NF Lewis",2017,9891,745,8784,9771,11622
"NF Toutle",2017,1597,609,907,1475,3094
"Salmon Creek",2017,1598,611,820,1475,3160
"SF Toutle",2017,1610,539,715,1562,2832
"Tilton",2017,10385,186,9998,10391,10728
"Upper Cowlitz and Cispus",2017,11609,198,11190,11615,11983
"Washougal",2017,1266,406,679,1202,2260
"Coweeman",2018,4220,968,2711,4082,6480
"EF Lewis",2018,2003,562,1156,1923,3320
"Elochoman, Skamokawa",2018,2209,558,1379,2121,3578
"Grays, Chinook",2018,1554,418,970,1478,2564
"Kalama",2018,280,144,126,246,634
"Lower Cowlitz",2018,3372,664,2418,3272,5030
"Lower Gorge",2018,833,257,464,790,1429
"Mill, Abernathy, Germany, Coal",2018,1404,120,1181,1399,1661
"NF Lewis",2018,12053,1798,9606,11705,16496
"NF Toutle",2018,1600,491,970,1509,2823
"Salmon Creek",2018,1602,561,873,1489,2984
"SF Toutle",2018,1505,516,685,1450,2645
"Tilton",2018,4405,135,4117,4412,4643
"Upper Cowlitz and Cispus",2018,5956,109,5723,5958,6165
"Washougal",2018,1121,390,563,1048,2060
"Coweeman",2019,4979,1077,3193,4851,7488
"EF Lewis",2019,2729,734,1612,2623,4375
"Elochoman, Skamokawa",2019,3187,767,2032,3078,5022
"Grays, Chinook",2019,1983,560,1237,1864,3388
"Kalama",2019,361,268,128,293,1003
"Lower Cowlitz",2019,3783,712,2741,3666,5489
"Lower Gorge",2019,1692,478,1060,1604,2908
"Mill, Abernathy, Germany, Coal",2019,2512,178,2182,2507,2873
"NF Lewis",2019,9806,1691,7584,9482,14067
"NF Toutle",2019,3116,691,2170,3006,4703
"Salmon Creek",2019,2096,678,1146,1976,3791
"SF Toutle",2019,2836,759,1677,2734,4661
"Tilton",2019,7170,187,6762,7180,7503
"Upper Cowlitz and Cispus",2019,9694,172,9338,9705,10013
"Washougal",2019,1430,446,783,1361,2446
"Coweeman",2020,5938,1234,4031,5764,8673
"EF Lewis",2020,2780,838,1485,2670,4738
"Elochoman, Skamokawa",2020,2743,617,1788,2655,4212
"Grays, Chinook",2020,1852,466,1202,1769,2982
"Kalama",2020,994,454,442,900,2153
"Lower Cowlitz",2020,5506,878,4060,5411,7511
"Lower Gorge",2020,1423,432,776,1354,2454
"Mill, Abernathy, Germany, Coal",2020,2181,187,1844,2173,2573
"NF Lewis",2020,17399,1955,14366,17125,21984
"NF Toutle",2020,2813,542,1954,2751,4017
"Salmon Creek",2020,2073,662,1120,1970,3662
"SF Toutle",2020,2911,825,1643,2812,4820
"Tilton",2020,13200,278,12614,13218,13701
"Upper Cowlitz and Cispus",2020,21221,243,20717,21233,21657
"Washougal",2020,2513,733,1465,2379,4332
"Coweeman",2021,6432,1318,4317,6261,9485
"EF Lewis",2021,5050,1357,3028,4851,8233
"Elochoman, Skamokawa",2021,3404,713,2300,3303,5067
"Grays, Chinook",2021,2837,519,2079,2755,4076
"Kalama",2021,978,466,416,869,2159
"Lower Cowlitz",2021,7321,1140,5538,7155,10043
"Lower Gorge",2021,1563,439,951,1484,2675
"Mill, Abernathy, Germany, Coal",2021,2164,175,1842,2158,2535
"NF Lewis",2021,13210,1205,11437,13028,16137
"NF Toutle",2021,3004,652,2047,2918,4520
"Salmon Creek",2021,1786,539,999,1709,3000
"SF Toutle",2021,3267,839,1991,3140,5186
"Tilton",2021,14940,470,13938,14962,15778
"Upper Cowlitz and Cispus",2021,29352,287,28754,29370,29877
"Washougal",2021,1052,297,605,1012,1757
"Coweeman",2022,4907,966,3351,4805,7056
"EF Lewis",2022,3680,914,2230,3562,5798
"Elochoman, Skamokawa",2022,1421,400,805,1362,2333
"Grays, Chinook",2022,1862,450,1219,1781,3011
"Kalama",2022,568,216,283,526,1124
"Lower Cowlitz",2022,5568,896,4142,5433,7621
"Lower Gorge",2022,1753,491,1091,1666,2941
"Mill, Abernathy, Germany, Coal",2022,3277,243,2821,3273,3775
"NF Lewis",2022,14180,1420,12486,13881,17709
"NF Toutle",2022,3248,686,2300,3157,4795
"Salmon Creek",2022,1432,440,752,1366,2458
"SF Toutle",2022,2547,799,1252,2443,4409
"Tilton",2022,16267,419,15386,16292,17016
"Upper Cowlitz and Cispus",2022,23369,314,22722,23374,23949
"Washougal",2022,1419,361,848,1372,2253
"Coweeman",2023,3777,743,2524,3719,5428
"EF Lewis",2023,2331,710,1258,2227,3936
"Elochoman, Skamokawa",2023,2026,414,1369,1974,2967
"Grays, Chinook",2023,1611,398,986,1558,2555
"Kalama",2023,525,216,251,483,1061
"Lower Cowlitz",2023,7457,963,5923,7346,9713
"Lower Gorge",2023,1296,425,625,1241,2310
"Mill, Abernathy, Germany, Coal",2023,3396,256,2923,3388,3925
"NF Lewis",2023,13008,3123,10471,12145,20789
"NF Toutle",2023,2980,616,2017,2899,4399
"Salmon Creek",2023,1159,436,471,1101,2161
"SF Toutle",2023,2782,771,1555,2669,4590
"Tilton",2023,7967,348,7240,7991,8590
"Upper Cowlitz and Cispus",2023,13007,221,12541,13021,13409
"Washougal",2023,939,294,470,901,1619
"Coweeman",2024,4342,1171,2396,4221,6891
"EF Lewis",2024,4372,1077,2730,4229,6896
"Elochoman, Skamokawa",2024,3968,796,2698,3883,5808
"Grays, Chinook",2024,4042,1094,2384,3875,6652
"Kalama",2024,670,339,228,603,1542
"Lower Cowlitz",2024,11550,1861,8676,11288,15872
"Lower Gorge",2024,2211,709,1204,2080,3925
"Mill, Abernathy, Germany, Coal",2024,5550,365,4878,5534,6307
"NF Lewis",2024,13676,3379,11447,12753,21690
"NF Toutle",2024,3712,829,2484,3616,5562
"Salmon Creek",2024,1558,492,840,1478,2755
"SF Toutle",2024,3687,1065,2066,3540,6246
"Tilton",2024,9737,1212,6902,9916,11593
"Upper Cowlitz and Cispus",2024,28794,1243,25668,29026,30547
"Washougal",2024,1507,408,900,1447,2458
"Coweeman",2025,4744,972,3179,4635,6940
"EF Lewis",2025,3406,1010,1910,3238,5750
"Elochoman, Skamokawa",2025,3448,582,2538,3374,4801
"Grays, Chinook",2025,3450,726,2396,3327,5200
"Kalama",2025,701,315,299,637,1472
"Lower Cowlitz",2025,9692,3539,5674,8891,18623
"Lower Gorge",2025,1615,571,823,1512,3009
"Mill, Abernathy, Germany, Coal",2025,5785,398,5031,5778,6617
"NF Lewis",2025,11334,4651,9147,10668,16952
"NF Toutle",2025,4016,753,2878,3893,5852
"Salmon Creek",2025,1211,480,518,1129,2380
"SF Toutle",2025,3662,1198,1973,3444,6781
"Tilton",2025,7044,793,5201,7152,8282
"Upper Cowlitz and Cispus",2025,31916,1335,28582,32164,33811
"Washougal",2025,1269,394,690,1206,2235
