"","Population","Year","X2.5.","X25.","X50.","X75.","X97.5.","Origin"
"1","Coweeman",2010,1.74413614745034,3.11012031904414,4.0931097438589,5.28816414926741,8.70507981535445,"Hatchery"
"2","Coweeman",2011,0.694227592971306,1.47299829323515,2.09730664738128,2.90435332131152,5.09463220260604,"Hatchery"
"3","Coweeman",2012,0.384380011079416,1.02849974048582,1.67900995194591,2.65265102866085,6.06387061843752,"Hatchery"
"4","Coweeman",2013,2.52120904218341,4.74582568439109,6.375781930971,8.58011708250693,14.2435573464279,"Hatchery"
"5","Coweeman",2014,8.50089425324086,12.6801993233117,15.4831130015883,18.9203579296539,27.452923191556,"Hatchery"
"6","Coweeman",2015,1.10655409011547,2.34408051867314,3.3417083188326,4.59619892974287,8.18792530563819,"Hatchery"
"7","Coweeman",2016,2.09800216223625,4.53958275804091,6.5410721857021,9.09581715999742,16.7090695245012,"Hatchery"
"8","Coweeman",2017,0.630018186508209,2.04189598916895,3.65452664566248,5.84699241608176,13.2682700699663,"Hatchery"
"9","Coweeman",2018,1.16483708403573,5.08040117036587,9.84021838656884,16.7575198637387,35.9763814935472,"Hatchery"
"10","Coweeman",2019,4.48375828351838,9.11169098550853,12.4539615503161,16.7159526230959,28.7355929505192,"Hatchery"
"11","Coweeman",2020,2.94325428792567,6.4383812056997,9.39521912717401,13.2630075470844,23.3775102917987,"Hatchery"
"12","Coweeman",2021,6.14732590460333,10.479196914907,13.5646730694905,17.3365125837024,27.5735578146844,"Hatchery"
"13","Coweeman",2022,1.71889325071961,3.62187892018504,5.24536460527008,7.40073295990431,13.212789417304,"Hatchery"
"14","Coweeman",2023,1.74986670910309,3.72708425887021,5.28729086004966,7.39943223510596,12.5558331250116,"Hatchery"
"15","Coweeman",2024,3.22365990254458,6.51839867039208,9.2094824830331,12.9064158917289,23.2525683257907,"Hatchery"
"16","Coweeman",2025,1.56081194887475,3.19099164995102,4.44007188266078,6.01048181409241,10.1150161648229,"Hatchery"
"17","EF Lewis",2010,1.12768981127478,2.39093047911056,3.4412881717331,4.94915891446308,9.75944448105004,"Hatchery"
"18","EF Lewis",2011,0.142084001132158,0.426284160156061,0.708957703141285,1.15725636601483,2.69787535353748,"Hatchery"
"19","EF Lewis",2012,0.435681109712293,1.17775597256017,1.83773689850133,2.78247847024103,5.73884682071379,"Hatchery"
"20","EF Lewis",2013,0.793025220121775,1.5352195148779,2.15759947277856,2.94416263156643,5.44851146687432,"Hatchery"
"21","EF Lewis",2014,2.79924780453125,5.69208129306198,7.99627626434113,11.261972415102,20.7877587512752,"Hatchery"
"22","EF Lewis",2015,0.238120366755001,0.643241169467983,1.0351983603403,1.63652955775422,3.75069837599368,"Hatchery"
"23","EF Lewis",2016,1.38505298390543,3.63684736177976,5.92360250532101,9.3059186080446,20.6926759118301,"Hatchery"
"24","EF Lewis",2017,2.72203951636387,5.29550761476903,7.15008933410068,9.58292561790388,16.6098482492772,"Hatchery"
"25","EF Lewis",2018,0.532000240377381,1.26032945075788,1.86024693399958,2.72003128835133,5.18696700575872,"Hatchery"
"26","EF Lewis",2019,0.372219621224496,1.03388622780561,1.69103300733784,2.60914884205583,5.65389726367448,"Hatchery"
"27","EF Lewis",2020,0.47287167478205,1.12104034993446,1.7639911272305,2.62837285863794,5.51576209785919,"Hatchery"
"28","EF Lewis",2021,1.02084205319904,1.94770558760984,2.64645147552536,3.56841404842569,5.90064823414311,"Hatchery"
"29","EF Lewis",2022,0.693310099761026,1.6234240111148,2.43359794946239,3.58919808656287,6.81021500835444,"Hatchery"
"30","EF Lewis",2023,0.884794056780846,1.71284982223684,2.41672365287751,3.36869148545273,6.15162882412344,"Hatchery"
"31","EF Lewis",2024,0.601227258376506,1.1630280234237,1.65619534660597,2.34373962992948,4.18678273685302,"Hatchery"
"32","EF Lewis",2025,0.342520617585682,0.996256809106981,1.68096996691781,2.67302079236883,5.4994899300608,"Hatchery"
"33","Elochoman, Skamokawa",2010,8.61630230714268,12.5582461778078,15.1495208081251,18.4539651661744,28.1613462682302,"Hatchery"
"34","Elochoman, Skamokawa",2011,3.18813527511273,4.99708583456003,6.24952624898306,7.75422382907144,11.7081849139715,"Hatchery"
"35","Elochoman, Skamokawa",2012,0.44540032303708,1.00097587402544,1.47599043839695,2.12175105722173,4.10669353222101,"Hatchery"
"36","Elochoman, Skamokawa",2013,1.70795849893648,2.80469037440456,3.59265646342904,4.56129030872989,7.18759485607521,"Hatchery"
"37","Elochoman, Skamokawa",2014,7.86744259155943,10.6294119878741,12.567625235395,14.8631246126729,20.7954031089111,"Hatchery"
"38","Elochoman, Skamokawa",2015,0.543447445366775,1.03784175588222,1.44028823737802,1.94765057824144,3.54354071078761,"Hatchery"
"39","Elochoman, Skamokawa",2016,1.08260536010048,2.13469109856831,2.93401061464529,4.04194572436368,7.22089818174518,"Hatchery"
"40","Elochoman, Skamokawa",2017,0.497200836952591,1.45469523547546,2.31079498770883,3.4880929537459,6.56600082293971,"Hatchery"
