"X2.5.","X25.","X50.","X75.","X97.5.","mean","sd","year","Population"
3231.60347582041,4563.82118979314,5533.16779373131,6742.32921513666,10817.8716378611,5959.06219519531,4611.97482963486,2010,"Lower Cowlitz DIP"
1208.75837113673,1762.50768796931,2153.23349875906,2690.60515922143,4399.83024694271,2318.92169084576,830.684515391056,2010,"Lower Cowlitz"
67.6988567803842,126.473345154485,174.00603656806,240.523818759604,460.595000670855,196.748199839065,103.943891192812,2010,"Delameter_Above Weir"
272.511357364815,729.702097193758,1159.40251548463,1887.56668305425,5107.77661460734,1626.48593595387,4425.7518016674,2010,"Lacamas_Above Weir"
621.576249408118,1065.76306779313,1452.45265975021,2013.72085270868,3948.90972490725,1671.36505529518,912.121704560042,2010,"Olequa_Above Weir"
40.4294775502687,83.5910999088398,121.31925166734,185.574487081959,380.564195863824,145.541313261443,89.5406419463679,2010,"Ostrander_Above Weir"
2375.59460222317,3361.90890479992,4129.12991417707,5246.85789981965,9919.25505373822,4632.0915041743,2200.33895630077,2011,"Lower Cowlitz DIP"
730.640060365979,1073.52747080144,1302.79148028979,1623.69193946856,2560.17500796508,1396.11805337901,468.908639859501,2011,"Lower Cowlitz"
54.7701567809148,95.9120159115143,126.642812270661,166.841165646054,297.383509808868,139.236266448809,64.0647913174326,2011,"Delameter_Above Weir"
170.894730948444,552.982216564328,1014.59011175394,1861.3079258073,6160.63755428514,1573.64157893661,1939.37079057671,2011,"Lacamas_Above Weir"
599.219203153861,952.686022637728,1232.22467050239,1680.58009416637,3301.93068695134,1421.95823600344,771.302359753858,2011,"Olequa_Above Weir"
23.1314194138805,55.1026791610577,83.9276434631576,128.831584280551,272.906919771695,101.137369406444,68.8257913080547,2011,"Ostrander_Above Weir"
2577.99620760069,3782.43311536921,4751.08496645439,6163.56536563592,12227.9158177754,5401.55437460106,2848.11578619776,2012,"Lower Cowlitz DIP"
737.119791044411,1152.00746475181,1427.11090567331,1773.79359860289,2872.4917519328,1519.69284145113,549.409061996485,2012,"Lower Cowlitz"
71.5485454548825,124.026275073054,157.230707898531,199.295508855121,329.242336245857,168.990003912089,68.7533645478546,2012,"Delameter_Above Weir"
280.841118359938,875.624079448147,1515.54916470984,2618.97642884752,8471.66760666976,2214.81359252806,2591.48646431577,2012,"Lacamas_Above Weir"
