"","2.5%","25%","50%","75%","97.5%","mean","sd"
"Delameter_Above Weir",0,0,0,0,0,0,0
"Lacamas_Above Weir",0.186047657658921,0.248787569194223,0.28625971298895,0.328069860543524,0.410686383240966,0.290056635623626,0.0580357609622922
"Olequa_Above Weir",0.0370465303926578,0.0685948872689297,0.0910443541890568,0.117979782588214,0.189024082606429,0.0966624221627578,0.0393470152164744
"Ostrander_Above Weir",0,0,0,0,0,0,0
