"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lower Cowlitz",2019,286,217,78,220,874
"Lower Gorge",2019,443,261,118,387,1103
"Mill, Abernathy, Germany, Coal",2019,585,63,468,582,717
"NF Lewis",2019,4926,717,4200,4756,6625
"NF Toutle",2019,663,426,204,563,1717
"Salmon Creek",2019,373,319,50,283,1209
"SF Toutle",2019,329,218,71,277,901
"Tilton",2019,5666,177,5291,5675,5988
"Upper Cowlitz and Cispus",2019,6164,150,5847,6171,6439
"Washougal",2019,776,345,314,711,1639
"Coweeman",2020,945,525,253,837,2288
"EF Lewis",2020,318,231,61,257,918
"Elochoman, Skamokawa",2020,540,334,113,469,1379
"Grays, Chinook",2020,813,481,212,709,2020
"Kalama",2020,785,472,280,681,1887
"Lower Cowlitz",2020,436,306,157,359,1218
"Lower Gorge",2020,133,140,13,92,496
"Mill, Abernathy, Germany, Coal",2020,195,74,82,185,370
"NF Lewis",2020,6448,1305,5327,6136,9611
"NF Toutle",2020,476,256,179,421,1117
"Salmon Creek",2020,398,344,52,302,1284
"SF Toutle",2020,196,139,38,161,553
"Tilton",2020,10893,260,10338,10906,11367
"Upper Cowlitz and Cispus",2020,12370,200,11953,12378,12740
"Washougal",2020,1412,520,687,1324,2658
"Coweeman",2021,1435,599,563,1335,2899
"EF Lewis",2021,413,222,133,365,968
"Elochoman, Skamokawa",2021,1584,441,920,1518,2613
"Grays, Chinook",2021,1713,533,996,1619,3028
"Kalama",2021,1022,769,289,817,2987
"Lower Cowlitz",2021,1125,538,466,1007,2439
"Lower Gorge",2021,79,70,10,59,264
"Mill, Abernathy, Germany, Coal",2021,238,52,150,235,353
"NF Lewis",2021,9931,4660,7307,8795,19461
"NF Toutle",2021,653,756,137,455,2336
"Salmon Creek",2021,176,209,10,111,729
"SF Toutle",2021,420,226,139,373,994
"Tilton",2021,9198,1226,6265,9384,11017
"Upper Cowlitz and Cispus",2021,18480,1521,14677,18801,20452
"Washougal",2021,155,102,35,132,407
