"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Elochoman_Skamokawa",2013,807,228,436,779,1328
"Abernathy",2013,412,56,312,407,532
"Abernathy_Above AFTC",2013,237,37,172,234,318
"Mill",2013,148,33,93,144,221
"Germany",2013,177,32,123,175,244
"Upper Cowlitz and Cispus",2013,10,3,5,9,16
"Tilton",2013,2653,52,2552,2653,2753
"Lower Cowlitz",2013,1291,540,567,1194,2614
"Delameter_Above Weir",2013,235,44,164,230,336
"Lacamas_Above Weir",2013,4430,4161,1060,3317,14350
"Olequa_Above Weir",2013,1367,345,836,1323,2162
"Ostrander_Above Weir",2013,156,49,84,148,270
"Green",2013,1563,372,986,1514,2425
"Upper NF Toutle",2013,365,19,329,365,403
"NF_MS Toutle",2013,1101,650,382,947,2735
"SF Toutle",2013,3559,1393,1761,3273,7023
"Coweeman",2013,3993,883,2626,3865,6068
"Kalama",2013,56,46,7,44,175
"Lower Lewis",2013,441,282,141,383,1056
"Upper NF Lewis",2013,30,6,21,30,42
"Cedar",2013,895,95,723,891,1095
"EF Lewis",2013,2736,993,1431,2541,5093
"Salmon Creek",2013,1976,796,881,1831,3988
"Washougal",2013,537,184,257,510,983
"Lower Gorge",2013,655,217,354,616,1162
"Duncan_Above Weir",2013,20,5,10,20,30
"Grays_Chinook",2014,3378,731,2229,3286,5020
"Elochoman_Skamokawa",2014,3327,763,2164,3224,5120
"Abernathy",2014,977,95,806,974,1178
"Abernathy_Above AFTC",2014,503,48,421,500,608
"Mill",2014,1037,99,859,1035,1250
"Germany",2014,551,61,439,549,682
"Upper Cowlitz and Cispus",2014,6847,80,6693,6847,7006
"Tilton",2014,8925,94,8746,8923,9114
"Lower Cowlitz",2014,4933,1971,2291,4536,9697
"Delameter_Above Weir",2014,737,50,642,734,838
"Lacamas_Above Weir",2014,10668,991,8871,10600,12770
"Olequa_Above Weir",2014,7965,1002,6224,7889,10127
"Ostrander_Above Weir",2014,956,100,770,950,1169
"Green",2014,2620,606,1649,2534,4021
"Upper NF Toutle",2014,109,10,90,108,131
"NF_MS Toutle",2014,2910,1689,1111,2490,7190
"SF Toutle",2014,11298,4341,5626,10406,22208
"Coweeman",2014,6781,1551,4292,6616,10353
"Kalama",2014,98,50,36,88,218
"Lower Lewis",2014,1019,612,346,889,2460
"Upper NF Lewis",2014,695,26,645,696,747
"Cedar",2014,3264,401,2579,3232,4126
"EF Lewis",2014,4317,1497,2075,4099,7909
"Salmon Creek",2014,5246,2098,2248,4861,10379
"Washougal",2014,585,216,265,544,1119
"Lower Gorge",2014,1340,535,575,1246,2539
"Duncan_Above Weir",2014,39,8,22,39,55
"Grays_Chinook",2015,242,117,66,225,521
"Elochoman_Skamokawa",2015,301,114,123,287,567
"Abernathy",2015,273,42,200,270,364
"Abernathy_Above AFTC",2015,113,19,81,112,155
"Mill",2015,234,39,168,230,318
"Germany",2015,162,29,113,160,223
"Upper Cowlitz and Cispus",2015,376,20,338,376,415
"Tilton",2015,1363,37,1292,1363,1436
"Lower Cowlitz",2015,1024,382,475,967,1923
"Delameter_Above Weir",2015,105,17,76,104,142
"Lacamas_Above Weir",2015,815,305,413,750,1582
"Olequa_Above Weir",2015,544,183,286,514,986
"Ostrander_Above Weir",2015,109,20,75,108,152
"Green",2015,348,150,113,327,704
"Upper NF Toutle",2015,85,9,68,84,104
"NF_MS Toutle",2015,290,215,68,239,797
"SF Toutle",2015,1360,553,623,1252,2701
"Coweeman",2015,1099,294,625,1071,1751
"Kalama",2015,19,11,5,17,47
"Lower Lewis",2015,200,129,46,172,531
"Upper NF Lewis",2015,109,10,91,109,130
"Cedar",2015,700,122,497,689,975
"EF Lewis",2015,563,238,210,524,1134
"Salmon Creek",2015,1023,420,465,951,2022
"Washougal",2015,121,61,36,110,272
"Lower Gorge",2015,357,126,180,334,678
"Duncan_Above Weir",2015,9,3,4,8,15
"Grays_Chinook",2016,649,242,265,622,1205
"Elochoman_Skamokawa",2016,768,273,330,736,1384
"Abernathy",2016,535,59,428,532,662
"Abernathy_Above AFTC",2016,305,26,258,304,361
"Mill",2016,358,44,278,356,452
"Germany",2016,250,35,186,247,322
"Upper Cowlitz and Cispus",2016,910,31,851,910,972
"Tilton",2016,2630,50,2536,2630,2728
"Lower Cowlitz",2016,2275,844,1051,2139,4338
"Delameter_Above Weir",2016,161,25,114,159,215
"Lacamas_Above Weir",2016,993,212,668,963,1485
"Olequa_Above Weir",2016,1245,541,554,1127,2602
"Ostrander_Above Weir",2016,200,25,156,199,255
"Green",2016,625,182,340,604,1033
"Upper NF Toutle",2016,532,23,488,532,578
"NF_MS Toutle",2016,560,406,105,470,1538
"SF Toutle",2016,2956,1119,1451,2752,5853
"Coweeman",2016,3245,733,2070,3158,4946
"Kalama",2016,116,87,14,95,340
"Lower Lewis",2016,447,249,150,391,1060
"Upper NF Lewis",2016,1127,34,1061,1127,1195
"Cedar",2016,1866,429,1163,1820,2852
"EF Lewis",2016,866,485,176,792,2051
"Salmon Creek",2016,2438,965,1087,2275,4750
"Washougal",2016,263,116,97,243,545
"Lower Gorge",2016,868,309,438,812,1637
"Duncan_Above Weir",2016,13,4,5,13,22
"Grays_Chinook",2017,285,162,60,253,681
"Elochoman_Skamokawa",2017,1094,327,531,1060,1821
"Abernathy",2017,323,44,244,320,414
"Abernathy_Above AFTC",2017,192,18,160,190,230
"Mill",2017,218,34,157,216,290
"Germany",2017,317,43,241,315,407
"Upper Cowlitz and Cispus",2017,5199,72,5058,5200,5338
"Tilton",2017,5200,73,5056,5201,5343
"Lower Cowlitz",2017,1578,727,556,1466,3269
"Delameter_Above Weir",2017,95,19,62,94,137
"Lacamas_Above Weir",2017,453,124,269,432,748
"Olequa_Above Weir",2017,603,264,234,559,1245
"Ostrander_Above Weir",2017,158,26,113,156,215
"Green",2017,648,192,335,625,1082
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,316,284,21,245,1029
"SF Toutle",2017,1299,603,446,1185,2766
"Coweeman",2017,2802,684,1692,2735,4345
"Kalama",2017,98,82,7,76,311
"Lower Lewis",2017,382,228,135,331,910
"Upper NF Lewis",2017,2208,47,2119,2208,2301
"Cedar",2017,1784,492,971,1742,2869
"EF Lewis",2017,1408,518,669,1309,2659
"Salmon Creek",2017,2116,840,964,1968,4142
"Washougal",2017,236,97,103,218,472
"Lower Gorge",2017,526,214,215,492,1035
"Duncan_Above Weir",2017,18,7,8,18,34
"Grays_Chinook",2018,285,174,51,249,710
"Elochoman_Skamokawa",2018,1193,386,566,1150,2041
"Abernathy",2018,357,52,265,353,471
"Abernathy_Above AFTC",2018,179,28,130,176,239
"Mill",2018,249,39,181,246,334
"Germany",2018,355,51,266,352,465
"Upper Cowlitz and Cispus",2018,170,13,145,170,196
"Tilton",2018,1322,36,1251,1321,1392
"Lower Cowlitz",2018,1640,722,582,1535,3421
"Delameter_Above Weir",2018,126,21,89,126,171
"Lacamas_Above Weir",2018,545,86,413,532,752
"Olequa_Above Weir",2018,710,219,396,673,1262
"Ostrander_Above Weir",2018,95,21,59,93,140
"Green",2018,716,214,371,693,1203
"Upper NF Toutle",2018,3,2,0,2,7
"NF_MS Toutle",2018,291,269,26,224,994
"SF Toutle",2018,1271,597,444,1161,2732
"Coweeman",2018,3017,955,1151,2984,5071
"Kalama",2018,110,78,14,92,298
"Lower Lewis",2018,173,136,32,139,501
"Upper NF Lewis",2018,443,21,402,442,485
"Cedar",2018,2669,786,1449,2570,4553
"EF Lewis",2018,1861,630,994,1753,3343
"Salmon Creek",2018,2369,934,1148,2188,4675
"Washougal",2018,272,144,77,243,620
"Lower Gorge",2018,613,231,293,571,1143
"Duncan_Above Weir",2018,12,4,6,12,21
"Grays_Chinook",2019,652,432,82,572,1651
"Elochoman_Skamokawa",2019,1798,525,936,1743,3001
"Abernathy",2019,811,90,652,807,1000
"Abernathy_Above AFTC",2019,439,47,352,437,540
"Mill",2019,383,47,298,380,482
"Germany",2019,308,41,235,306,393
"Upper Cowlitz and Cispus",2019,3563,60,3447,3562,3679
"Tilton",2019,1559,39,1479,1559,1635
"Lower Cowlitz",2019,2942,1108,1448,2717,5779
"Delameter_Above Weir",2019,132,35,64,133,202
"Lacamas_Above Weir",2019,217,29,170,214,284
"Olequa_Above Weir",2019,484,99,343,466,736
"Ostrander_Above Weir",2019,139,24,98,138,190
"Green",2019,1314,330,786,1273,2049
"Upper NF Toutle",2019,458,21,418,458,500
"NF_MS Toutle",2019,448,384,75,349,1426
"SF Toutle",2019,2729,1092,1314,2505,5410
"Coweeman",2019,3332,909,1847,3238,5400
"Kalama",2019,212,179,19,161,665
"Lower Lewis",2019,239,226,22,177,825
"Upper NF Lewis",2019,1318,36,1250,1317,1392
"Cedar",2019,3619,1091,1939,3477,6273
"EF Lewis",2019,2485,823,1295,2343,4510
"Salmon Creek",2019,3139,1275,1382,2883,6219
"Washougal",2019,719,280,306,682,1359
"Lower Gorge",2019,1059,380,543,992,1995
"Duncan_Above Weir",2019,53,8,39,52,70
"Grays_Chinook",2020,1289,607,365,1215,2746
"Elochoman_Skamokawa",2020,2190,657,1154,2103,3709
"Abernathy",2020,702,120,479,695,958
"Abernathy_Above AFTC",2020,508,86,355,503,691
"Mill",2020,531,92,363,528,724
"Germany",2020,357,66,239,354,496
"Upper Cowlitz and Cispus",2020,8809,137,8505,8816,9052
"Tilton",2020,2380,57,2265,2381,2492
"Lower Cowlitz",2020,2633,1531,744,2303,6518
"Delameter_Above Weir",2020,203,53,107,201,313
"Lacamas_Above Weir",2020,877,206,574,843,1377
"Olequa_Above Weir",2020,1156,381,639,1085,2146
"Ostrander_Above Weir",2020,288,53,200,284,404
"Green",2020,1465,366,885,1421,2307
"Upper NF Toutle",2020,75,9,59,75,94
"NF_MS Toutle",2020,722,682,142,547,2194
"SF Toutle",2020,3372,1821,1326,2966,7831
"Coweeman",2020,5115,1386,2955,4909,8368
"Kalama",2020,379,251,108,321,1007
"Lower Lewis",2020,208,266,6,126,887
"Upper NF Lewis",2020,4694,68,4562,4694,4826
"Cedar",2020,3407,856,2095,3302,5463
"EF Lewis",2020,2160,959,857,1972,4503
"Salmon Creek",2020,3368,1660,1272,3034,7510
"Washougal",2020,1017,435,426,941,2044
"Lower Gorge",2020,1073,509,386,984,2306
"Duncan_Above Weir",2020,23,7,12,22,38
