"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Upper Cowlitz and Cispus",2016,0.479,0.052,0.375,0.479,0.582
"Tilton",2016,0.479,0.051,0.377,0.479,0.582
"Lower Cowlitz",2016,0.482,0.046,0.392,0.482,0.573
"Delameter_Above Weir",2016,0.493,0.045,0.406,0.493,0.582
"Lacamas_Above Weir",2016,0.482,0.051,0.383,0.482,0.584
"Olequa_Above Weir",2016,0.465,0.051,0.362,0.466,0.564
"Ostrander_Above Weir",2016,0.512,0.046,0.428,0.511,0.604
"Green",2016,0.547,0.037,0.475,0.546,0.62
"Upper NF Toutle",2016,0.48,0.052,0.375,0.48,0.581
"NF_MS Toutle",2016,0.481,0.05,0.38,0.481,0.579
"SF Toutle",2016,0.501,0.042,0.421,0.501,0.585
"Coweeman",2016,0.473,0.046,0.377,0.473,0.564
"Kalama",2016,0.485,0.049,0.393,0.485,0.582
"Lower Lewis",2016,0.457,0.049,0.361,0.457,0.553
"Upper NF Lewis",2016,0.479,0.052,0.378,0.479,0.58
"Cedar",2016,0.464,0.049,0.363,0.465,0.559
"EF Lewis",2016,0.45,0.047,0.355,0.451,0.541
"Salmon Creek",2016,0.494,0.05,0.399,0.493,0.597
"Washougal",2016,0.48,0.044,0.393,0.481,0.567
"Lower Gorge",2016,0.5,0.044,0.412,0.5,0.587
"Duncan_Above Weir",2016,0.472,0.047,0.38,0.472,0.565
"Grays_Chinook",2017,0.499,0.033,0.435,0.499,0.565
"Elochoman_Skamokawa",2017,0.484,0.047,0.394,0.484,0.58
"Abernathy",2017,0.46,0.03,0.401,0.46,0.518
"Abernathy_Above AFTC",2017,0.463,0.03,0.405,0.462,0.523
"Mill",2017,0.463,0.03,0.406,0.463,0.524
"Germany",2017,0.472,0.03,0.415,0.472,0.532
"Upper Cowlitz and Cispus",2017,0.478,0.052,0.373,0.478,0.581
"Tilton",2017,0.48,0.052,0.379,0.48,0.579
"Lower Cowlitz",2017,0.484,0.045,0.398,0.483,0.574
"Delameter_Above Weir",2017,0.435,0.05,0.338,0.435,0.531
"Lacamas_Above Weir",2017,0.487,0.049,0.389,0.486,0.585
"Olequa_Above Weir",2017,0.477,0.051,0.375,0.477,0.577
"Ostrander_Above Weir",2017,0.505,0.047,0.414,0.505,0.601
"Green",2017,0.463,0.049,0.365,0.463,0.558
"Upper NF Toutle",2017,0.479,0.052,0.377,0.479,0.582
"NF_MS Toutle",2017,0.474,0.054,0.367,0.474,0.58
"SF Toutle",2017,0.45,0.052,0.348,0.451,0.552
"Coweeman",2017,0.472,0.048,0.377,0.472,0.566
"Kalama",2017,0.496,0.049,0.401,0.496,0.592
"Lower Lewis",2017,0.492,0.048,0.396,0.491,0.587
"Upper NF Lewis",2017,0.479,0.051,0.377,0.478,0.578
"Cedar",2017,0.419,0.053,0.312,0.421,0.521
"EF Lewis",2017,0.483,0.045,0.396,0.483,0.572
"Salmon Creek",2017,0.49,0.05,0.394,0.489,0.591
"Washougal",2017,0.463,0.043,0.379,0.462,0.545
"Lower Gorge",2017,0.483,0.049,0.39,0.483,0.579
"Duncan_Above Weir",2017,0.482,0.049,0.384,0.483,0.579
"Grays_Chinook",2018,0.504,0.036,0.437,0.503,0.574
"Elochoman_Skamokawa",2018,0.515,0.045,0.427,0.514,0.603
"Abernathy",2018,0.435,0.036,0.364,0.435,0.504
"Abernathy_Above AFTC",2018,0.458,0.035,0.39,0.458,0.526
"Mill",2018,0.443,0.034,0.377,0.444,0.51
"Germany",2018,0.455,0.036,0.384,0.455,0.526
"Upper Cowlitz and Cispus",2018,0.479,0.054,0.371,0.479,0.586
"Tilton",2018,0.481,0.052,0.377,0.48,0.583
"Lower Cowlitz",2018,0.471,0.05,0.374,0.471,0.569
"Delameter_Above Weir",2018,0.494,0.048,0.403,0.494,0.59
"Lacamas_Above Weir",2018,0.476,0.05,0.377,0.476,0.572
"Olequa_Above Weir",2018,0.486,0.051,0.387,0.484,0.587
"Ostrander_Above Weir",2018,0.468,0.05,0.37,0.468,0.564
"Green",2018,0.49,0.049,0.396,0.49,0.587
"Upper NF Toutle",2018,0.48,0.052,0.379,0.479,0.582
"NF_MS Toutle",2018,0.476,0.052,0.374,0.477,0.58
"SF Toutle",2018,0.464,0.053,0.359,0.464,0.567
"Coweeman",2018,0.497,0.05,0.404,0.496,0.599
"Kalama",2018,0.477,0.048,0.383,0.477,0.571
"Lower Lewis",2018,0.487,0.049,0.388,0.486,0.584
"Upper NF Lewis",2018,0.479,0.052,0.377,0.479,0.585
"Cedar",2018,0.454,0.05,0.354,0.454,0.55
"EF Lewis",2018,0.486,0.046,0.397,0.486,0.576
"Salmon Creek",2018,0.474,0.047,0.381,0.474,0.565
"Washougal",2018,0.49,0.046,0.399,0.49,0.582
"Lower Gorge",2018,0.469,0.044,0.38,0.469,0.556
"Duncan_Above Weir",2018,0.462,0.05,0.363,0.462,0.559
"Grays_Chinook",2019,0.474,0.039,0.399,0.475,0.551
"Elochoman_Skamokawa",2019,0.43,0.04,0.353,0.43,0.509
"Abernathy",2019,0.5,0.029,0.443,0.499,0.556
"Abernathy_Above AFTC",2019,0.502,0.027,0.449,0.501,0.558
"Mill",2019,0.487,0.028,0.43,0.486,0.541
"Germany",2019,0.482,0.029,0.424,0.482,0.54
"Upper Cowlitz and Cispus",2019,0.48,0.052,0.378,0.479,0.583
"Tilton",2019,0.478,0.052,0.378,0.478,0.579
"Lower Cowlitz",2019,0.454,0.047,0.361,0.455,0.545
"Delameter_Above Weir",2019,0.434,0.051,0.333,0.434,0.532
"Lacamas_Above Weir",2019,0.479,0.051,0.379,0.479,0.583
"Olequa_Above Weir",2019,0.476,0.053,0.372,0.476,0.578
"Ostrander_Above Weir",2019,0.434,0.046,0.345,0.434,0.522
"Green",2019,0.484,0.047,0.394,0.484,0.574
"Upper NF Toutle",2019,0.478,0.052,0.379,0.478,0.581
"NF_MS Toutle",2019,0.495,0.051,0.397,0.495,0.593
"SF Toutle",2019,0.489,0.046,0.401,0.489,0.579
"Coweeman",2019,0.46,0.047,0.368,0.461,0.55
"Kalama",2019,0.464,0.047,0.372,0.465,0.555
"Lower Lewis",2019,0.447,0.043,0.362,0.447,0.532
"Upper NF Lewis",2019,0.478,0.052,0.377,0.479,0.585
"Cedar",2019,0.465,0.049,0.368,0.465,0.559
"EF Lewis",2019,0.473,0.044,0.388,0.473,0.561
"Salmon Creek",2019,0.492,0.049,0.398,0.491,0.587
"Washougal",2019,0.483,0.043,0.399,0.483,0.567
"Lower Gorge",2019,0.417,0.034,0.352,0.417,0.483
"Duncan_Above Weir",2019,0.504,0.04,0.426,0.503,0.581
"Grays_Chinook",2020,0.47,0.038,0.397,0.471,0.545
"Elochoman_Skamokawa",2020,0.422,0.04,0.34,0.423,0.498
"Abernathy",2020,0.457,0.05,0.358,0.457,0.555
"Abernathy_Above AFTC",2020,0.47,0.05,0.368,0.469,0.568
"Mill",2020,0.48,0.051,0.382,0.48,0.579
"Germany",2020,0.471,0.051,0.372,0.47,0.572
"Upper Cowlitz and Cispus",2020,0.479,0.052,0.378,0.478,0.585
"Tilton",2020,0.478,0.051,0.378,0.479,0.58
"Lower Cowlitz",2020,0.476,0.048,0.382,0.476,0.569
"Delameter_Above Weir",2020,0.48,0.049,0.386,0.479,0.577
"Lacamas_Above Weir",2020,0.488,0.05,0.391,0.487,0.588
"Olequa_Above Weir",2020,0.459,0.049,0.363,0.46,0.553
"Ostrander_Above Weir",2020,0.451,0.048,0.356,0.452,0.544
"Green",2020,0.488,0.042,0.406,0.488,0.572
"Upper NF Toutle",2020,0.478,0.05,0.382,0.478,0.575
"NF_MS Toutle",2020,0.495,0.051,0.395,0.494,0.594
"SF Toutle",2020,0.475,0.044,0.386,0.475,0.56
"Coweeman",2020,0.49,0.047,0.401,0.49,0.583
"Kalama",2020,0.527,0.048,0.436,0.526,0.623
"Lower Lewis",2020,0.533,0.028,0.479,0.533,0.588
"Upper NF Lewis",2020,0.479,0.052,0.379,0.478,0.581
"Cedar",2020,0.57,0.023,0.525,0.57,0.616
"EF Lewis",2020,0.464,0.041,0.383,0.463,0.547
"Salmon Creek",2020,0.47,0.048,0.378,0.468,0.564
"Washougal",2020,0.508,0.042,0.427,0.508,0.591
"Lower Gorge",2020,0.454,0.047,0.362,0.453,0.548
"Duncan_Above Weir",2020,0.412,0.049,0.316,0.412,0.506
