"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,0.462,0.041,0.381,0.463,0.542
"Elochoman_Skamokawa",2010,0.449,0.043,0.364,0.449,0.534
"Abernathy",2010,0.491,0.027,0.439,0.491,0.545
"Abernathy_Above AFTC",2010,0.485,0.029,0.428,0.485,0.542
"Mill",2010,0.486,0.029,0.428,0.485,0.544
"Germany",2010,0.485,0.028,0.43,0.485,0.54
"Upper Cowlitz and Cispus",2010,0.48,0.052,0.377,0.48,0.579
"Tilton",2010,0.479,0.052,0.376,0.479,0.583
"Lower Cowlitz",2010,0.513,0.048,0.418,0.513,0.607
"Delameter_Above Weir",2010,0.478,0.053,0.378,0.477,0.583
"Lacamas_Above Weir",2010,0.478,0.052,0.374,0.479,0.582
"Olequa_Above Weir",2010,0.474,0.048,0.38,0.474,0.567
"Ostrander_Above Weir",2010,0.483,0.052,0.381,0.481,0.585
"Green",2010,0.505,0.028,0.45,0.505,0.56
"Upper NF Toutle",2010,0.478,0.051,0.378,0.479,0.579
"NF_MS Toutle",2010,0.476,0.052,0.373,0.477,0.576
"SF Toutle",2010,0.445,0.035,0.376,0.445,0.514
"Coweeman",2010,0.46,0.038,0.387,0.46,0.536
"Kalama",2010,0.475,0.049,0.376,0.476,0.575
"Lower Lewis",2010,0.458,0.05,0.357,0.458,0.554
"Upper NF Lewis",2010,0.48,0.051,0.38,0.48,0.581
"Cedar",2010,0.421,0.039,0.34,0.421,0.496
"EF Lewis",2010,0.482,0.048,0.387,0.481,0.575
"Salmon Creek",2010,0.479,0.052,0.375,0.48,0.583
"Washougal",2010,0.446,0.047,0.355,0.447,0.538
"Lower Gorge",2010,0.502,0.044,0.414,0.502,0.589
"Duncan_Above Weir",2010,0.488,0.045,0.401,0.488,0.58
"Grays_Chinook",2011,0.472,0.048,0.377,0.473,0.566
"Elochoman_Skamokawa",2011,0.46,0.048,0.365,0.461,0.552
"Abernathy",2011,0.566,0.032,0.504,0.565,0.628
"Abernathy_Above AFTC",2011,0.556,0.032,0.496,0.556,0.619
"Mill",2011,0.555,0.033,0.493,0.555,0.619
"Germany",2011,0.555,0.033,0.488,0.556,0.62
"Upper Cowlitz and Cispus",2011,0.478,0.051,0.381,0.478,0.578
"Tilton",2011,0.48,0.051,0.378,0.48,0.58
"Lower Cowlitz",2011,0.474,0.052,0.371,0.474,0.577
"Delameter_Above Weir",2011,0.473,0.051,0.372,0.472,0.572
"Lacamas_Above Weir",2011,0.48,0.052,0.379,0.48,0.586
"Olequa_Above Weir",2011,0.472,0.048,0.375,0.472,0.564
"Ostrander_Above Weir",2011,0.478,0.051,0.379,0.478,0.577
"Green",2011,0.451,0.051,0.352,0.451,0.552
"Upper NF Toutle",2011,0.48,0.052,0.378,0.479,0.581
"NF_MS Toutle",2011,0.476,0.052,0.373,0.477,0.577
"SF Toutle",2011,0.454,0.052,0.35,0.454,0.559
"Coweeman",2011,0.503,0.039,0.426,0.503,0.582
"Kalama",2011,0.479,0.051,0.38,0.478,0.581
"Lower Lewis",2011,0.556,0.049,0.465,0.555,0.652
"Upper NF Lewis",2011,0.477,0.052,0.374,0.477,0.581
"Cedar",2011,0.435,0.046,0.342,0.436,0.522
"EF Lewis",2011,0.5,0.047,0.412,0.499,0.594
"Salmon Creek",2011,0.485,0.051,0.388,0.485,0.59
"Washougal",2011,0.476,0.047,0.383,0.476,0.568
"Lower Gorge",2011,0.504,0.05,0.403,0.504,0.606
"Duncan_Above Weir",2011,0.508,0.044,0.423,0.508,0.597
"Grays_Chinook",2012,0.481,0.045,0.393,0.481,0.572
"Elochoman_Skamokawa",2012,0.466,0.048,0.368,0.467,0.56
"Abernathy",2012,0.467,0.031,0.406,0.467,0.529
"Abernathy_Above AFTC",2012,0.465,0.031,0.405,0.465,0.526
"Mill",2012,0.466,0.031,0.404,0.467,0.526
"Germany",2012,0.466,0.031,0.404,0.466,0.529
"Upper Cowlitz and Cispus",2012,0.479,0.051,0.379,0.478,0.582
"Tilton",2012,0.48,0.052,0.376,0.48,0.58
"Lower Cowlitz",2012,0.479,0.051,0.381,0.479,0.579
"Delameter_Above Weir",2012,0.478,0.052,0.378,0.478,0.581
"Lacamas_Above Weir",2012,0.479,0.053,0.377,0.48,0.584
"Olequa_Above Weir",2012,0.479,0.051,0.379,0.479,0.581
"Ostrander_Above Weir",2012,0.48,0.052,0.383,0.479,0.582
"Green",2012,0.483,0.048,0.39,0.483,0.579
"Upper NF Toutle",2012,0.48,0.053,0.377,0.48,0.584
"NF_MS Toutle",2012,0.488,0.05,0.389,0.488,0.586
"SF Toutle",2012,0.474,0.045,0.387,0.475,0.563
"Coweeman",2012,0.476,0.044,0.389,0.476,0.565
"Kalama",2012,0.482,0.048,0.389,0.481,0.574
"Lower Lewis",2012,0.456,0.048,0.361,0.456,0.55
"Upper NF Lewis",2012,0.479,0.052,0.377,0.48,0.583
"Cedar",2012,0.446,0.048,0.351,0.446,0.54
"EF Lewis",2012,0.482,0.043,0.4,0.481,0.569
"Salmon Creek",2012,0.475,0.048,0.382,0.476,0.571
"Washougal",2012,0.475,0.046,0.381,0.474,0.564
"Lower Gorge",2012,0.53,0.044,0.444,0.53,0.618
"Duncan_Above Weir",2012,0.456,0.047,0.366,0.456,0.547
"Grays_Chinook",2013,0.515,0.032,0.453,0.515,0.578
"Elochoman_Skamokawa",2013,0.496,0.042,0.414,0.495,0.579
"Abernathy",2013,0.454,0.036,0.382,0.454,0.523
"Abernathy_Above AFTC",2013,0.445,0.037,0.371,0.445,0.517
"Mill",2013,0.427,0.039,0.349,0.427,0.503
"Germany",2013,0.441,0.037,0.367,0.442,0.513
"Upper Cowlitz and Cispus",2013,0.479,0.053,0.373,0.479,0.584
"Tilton",2013,0.479,0.053,0.375,0.479,0.584
"Lower Cowlitz",2013,0.468,0.04,0.391,0.469,0.548
"Delameter_Above Weir",2013,0.46,0.05,0.359,0.461,0.555
"Lacamas_Above Weir",2013,0.501,0.045,0.415,0.5,0.591
"Olequa_Above Weir",2013,0.465,0.042,0.385,0.464,0.545
"Ostrander_Above Weir",2013,0.471,0.052,0.366,0.471,0.571
"Green",2013,0.482,0.043,0.397,0.482,0.566
"Upper NF Toutle",2013,0.48,0.055,0.373,0.48,0.591
"NF_MS Toutle",2013,0.493,0.048,0.401,0.493,0.586
"SF Toutle",2013,0.536,0.044,0.452,0.536,0.623
"Coweeman",2013,0.479,0.043,0.394,0.479,0.565
"Kalama",2013,0.472,0.05,0.371,0.472,0.571
"Lower Lewis",2013,0.5,0.046,0.41,0.5,0.591
"Upper NF Lewis",2013,0.479,0.052,0.379,0.479,0.579
"Cedar",2013,0.455,0.039,0.378,0.455,0.534
"EF Lewis",2013,0.46,0.038,0.383,0.461,0.536
"Salmon Creek",2013,0.489,0.05,0.388,0.488,0.588
"Washougal",2013,0.476,0.046,0.388,0.475,0.565
"Lower Gorge",2013,0.485,0.042,0.403,0.485,0.567
"Duncan_Above Weir",2013,0.521,0.047,0.435,0.52,0.615
"Grays_Chinook",2014,0.501,0.019,0.464,0.501,0.537
"Elochoman_Skamokawa",2014,0.528,0.03,0.469,0.528,0.585
"Abernathy",2014,0.454,0.021,0.413,0.454,0.495
"Abernathy_Above AFTC",2014,0.46,0.02,0.42,0.459,0.501
"Mill",2014,0.462,0.021,0.421,0.462,0.503
"Germany",2014,0.456,0.021,0.415,0.455,0.497
"Upper Cowlitz and Cispus",2014,0.479,0.051,0.382,0.479,0.583
"Tilton",2014,0.48,0.053,0.377,0.48,0.584
"Lower Cowlitz",2014,0.431,0.028,0.377,0.431,0.486
"Delameter_Above Weir",2014,0.425,0.031,0.369,0.424,0.486
"Lacamas_Above Weir",2014,0.484,0.029,0.429,0.485,0.54
"Olequa_Above Weir",2014,0.504,0.026,0.454,0.504,0.555
"Ostrander_Above Weir",2014,0.517,0.032,0.454,0.517,0.581
"Green",2014,0.478,0.034,0.412,0.477,0.546
"Upper NF Toutle",2014,0.479,0.053,0.377,0.48,0.582
"NF_MS Toutle",2014,0.525,0.041,0.447,0.525,0.606
"SF Toutle",2014,0.497,0.025,0.449,0.498,0.547
"Coweeman",2014,0.512,0.034,0.445,0.512,0.578
"Kalama",2014,0.535,0.036,0.465,0.535,0.603
"Lower Lewis",2014,0.46,0.037,0.387,0.46,0.533
"Upper NF Lewis",2014,0.479,0.051,0.378,0.48,0.582
"Cedar",2014,0.481,0.045,0.394,0.481,0.568
"EF Lewis",2014,0.45,0.038,0.374,0.451,0.525
"Salmon Creek",2014,0.464,0.046,0.374,0.464,0.555
"Washougal",2014,0.476,0.038,0.403,0.477,0.553
"Lower Gorge",2014,0.524,0.039,0.45,0.524,0.603
"Duncan_Above Weir",2014,0.506,0.041,0.425,0.506,0.586
"Grays_Chinook",2015,0.478,0.042,0.399,0.478,0.563
"Elochoman_Skamokawa",2015,0.49,0.047,0.399,0.49,0.584
"Abernathy",2015,0.47,0.038,0.397,0.469,0.545
"Abernathy_Above AFTC",2015,0.443,0.038,0.368,0.443,0.518
"Mill",2015,0.464,0.038,0.388,0.464,0.54
"Germany",2015,0.474,0.036,0.404,0.473,0.546
"Upper Cowlitz and Cispus",2015,0.479,0.053,0.379,0.479,0.588
"Tilton",2015,0.479,0.052,0.377,0.479,0.582
"Lower Cowlitz",2015,0.485,0.05,0.389,0.484,0.586
"Delameter_Above Weir",2015,0.441,0.049,0.344,0.442,0.536
"Lacamas_Above Weir",2015,0.476,0.053,0.369,0.476,0.582
"Olequa_Above Weir",2015,0.488,0.05,0.39,0.489,0.586
"Ostrander_Above Weir",2015,0.463,0.048,0.37,0.463,0.555
"Green",2015,0.462,0.051,0.36,0.463,0.564
"Upper NF Toutle",2015,0.479,0.051,0.378,0.48,0.579
"NF_MS Toutle",2015,0.5,0.05,0.403,0.499,0.6
"SF Toutle",2015,0.513,0.045,0.428,0.512,0.604
"Coweeman",2015,0.472,0.047,0.38,0.472,0.569
"Kalama",2015,0.487,0.043,0.404,0.486,0.571
"Lower Lewis",2015,0.47,0.052,0.369,0.47,0.57
"Upper NF Lewis",2015,0.48,0.052,0.379,0.481,0.584
"Cedar",2015,0.469,0.051,0.368,0.469,0.565
"EF Lewis",2015,0.486,0.049,0.387,0.486,0.583
"Salmon Creek",2015,0.484,0.051,0.383,0.483,0.584
"Washougal",2015,0.491,0.048,0.397,0.49,0.585
"Lower Gorge",2015,0.501,0.048,0.409,0.501,0.596
"Duncan_Above Weir",2015,0.458,0.048,0.362,0.458,0.55
"Grays_Chinook",2016,0.474,0.027,0.423,0.474,0.526
"Elochoman_Skamokawa",2016,0.46,0.046,0.373,0.461,0.55
"Abernathy",2016,0.535,0.028,0.48,0.535,0.59
"Abernathy_Above AFTC",2016,0.537,0.026,0.485,0.537,0.589
"Mill",2016,0.532,0.028,0.478,0.532,0.586
"Germany",2016,0.523,0.029,0.466,0.523,0.58
