"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2010,4497,1015,2822,4378,6704
"EF Lewis",2010,2504,959,1148,2319,4783
"Elochoman, Skamokawa",2010,2752,695,1683,2658,4329
"Grays, Chinook",2010,2505,898,1262,2338,4742
"Kalama",2010,577,260,242,523,1245
"Lower Cowlitz",2010,9119,3145,4872,8536,16980
"Lower Gorge",2010,798,295,427,736,1513
"Mill, Abernathy, Germany, Coal",2010,1317,350,842,1256,2142
"NF Lewis",2010,3454,733,2537,3301,5258
"NF Toutle",2010,4043,996,2578,3885,6364
"Salmon Creek",2010,3531,1885,1198,3111,8305
"SF Toutle",2010,2311,892,1095,2139,4560
"Tilton",2010,2983,149,2669,2992,3262
"Upper Cowlitz and Cispus",2010,22081,290,21477,22085,22638
"Washougal",2010,1139,404,574,1068,2113
"Coweeman",2011,4225,934,2733,4092,6331
"EF Lewis",2011,2158,789,1042,2016,4034
"Elochoman, Skamokawa",2011,1611,385,1016,1558,2544
"Grays, Chinook",2011,1864,521,1133,1775,3090
"Kalama",2011,382,171,159,348,814
"Lower Cowlitz",2011,7181,4946,3172,6180,17279
"Lower Gorge",2011,651,216,363,610,1158
"Mill, Abernathy, Germany, Coal",2011,763,206,481,728,1247
"NF Lewis",2011,2119,500,1538,2014,3349
"NF Toutle",2011,1594,633,763,1474,3223
"Salmon Creek",2011,2201,1076,878,1961,4850
"SF Toutle",2011,1628,717,620,1514,3356
"Tilton",2011,6332,240,5833,6343,6759
"Upper Cowlitz and Cispus",2011,19379,276,18799,19394,19879
"Washougal",2011,736,256,379,690,1384
"Coweeman",2012,3441,775,2224,3352,5308
"EF Lewis",2012,2934,1023,1562,2746,5532
"Elochoman, Skamokawa",2012,884,246,481,857,1445
"Grays, Chinook",2012,1411,431,758,1339,2423
"Kalama",2012,299,121,139,278,583
"Lower Cowlitz",2012,6608,4840,2669,5558,16563
"Lower Gorge",2012,589,187,322,557,1043
"Mill, Abernathy, Germany, Coal",2012,601,139,413,584,884
"NF Lewis",2012,1917,351,1431,1853,2777
"NF Toutle",2012,1970,907,1170,1819,3535
"Salmon Creek",2012,1647,739,721,1483,3457
"SF Toutle",2012,2377,886,1200,2221,4398
"Tilton",2012,4926,200,4495,4936,5287
"Upper Cowlitz and Cispus",2012,3829,82,3661,3832,3982
"Washougal",2012,581,183,311,553,1002
"Coweeman",2013,4568,977,3064,4445,6894
"EF Lewis",2013,3006,1085,1590,2802,5598
"Elochoman, Skamokawa",2013,1373,310,871,1342,2073
"Grays, Chinook",2013,2269,547,1458,2175,3601
"Kalama",2013,404,162,188,376,770
"Lower Cowlitz",2013,8859,4564,4609,7742,19928
"Lower Gorge",2013,865,257,513,821,1479
"Mill, Abernathy, Germany, Coal",2013,796,82,649,791,967
"NF Lewis",2013,8908,425,8367,8833,9861
"NF Toutle",2013,3735,1028,2452,3540,6240
"Salmon Creek",2013,2044,821,920,1887,4106
"SF Toutle",2013,4156,1591,2085,3833,8162
