"","Population","Year","X2.5.","X25.","X50.","X75.","X97.5.","Origin"
"1","Coweeman",2010,1.75695765091439,3.03340805601432,4.04667956226236,5.29123089356947,8.617869032485,"Hatchery"
"2","Coweeman",2011,0.552623937979777,1.25354367532007,1.82529965395004,2.60950895286573,4.79336310838432,"Hatchery"
"3","Coweeman",2012,0.207516710897307,0.688104501395077,1.2145000791952,2.02042997936755,4.92566292535525,"Hatchery"
"4","Coweeman",2013,2.0700711901625,4.04370476122774,5.53505459037375,7.48984553490101,12.700979718932,"Hatchery"
"5","Coweeman",2014,7.65171113580095,11.2490832498287,13.7169729439721,16.951629514613,24.7477739731994,"Hatchery"
"6","Coweeman",2015,1.11476576150651,2.19181783336377,3.04661582858766,4.17335732208933,6.9144808801563,"Hatchery"
"7","Coweeman",2016,1.6920782825282,3.91594520367577,5.61840967350547,7.86550025018257,13.9545472055828,"Hatchery"
"8","Coweeman",2017,0.368184132209755,1.42098044556611,2.59379246310699,4.49826372719436,10.3893042926897,"Hatchery"
"9","Coweeman",2018,0.690801959483872,3.03729074513154,6.06794016268594,11.2724854009194,27.4523388372548,"Hatchery"
"10","Coweeman",2019,4.84577557450156,9.95528370077288,13.7372737609631,18.2609647665532,29.3553424504223,"Hatchery"
"11","Coweeman",2020,2.11951525843731,5.33138522321377,8.00371546559025,11.836950909961,22.0509313857499,"Hatchery"
"12","EF Lewis",2010,1.34223735400777,2.84208661621747,4.16677683700616,5.9821830961111,11.3290345129382,"Hatchery"
"13","EF Lewis",2011,0.139371828821233,0.433491095330072,0.776555359549684,1.31321017524323,3.17425933237398,"Hatchery"
"14","EF Lewis",2012,0.287566569460923,0.779455412227833,1.22406642580252,1.92097613291055,4.03729003498413,"Hatchery"
"15","EF Lewis",2013,0.585114160007094,1.22006814625958,1.69601477298477,2.38907896094896,4.5103667828932,"Hatchery"
"16","EF Lewis",2014,2.37321508723146,4.67605856386349,6.45320369057748,8.88223102048915,15.9173261585977,"Hatchery"
"17","EF Lewis",2015,0.250525844398143,0.68709322190873,1.10676863306907,1.711286716722,3.61388149758152,"Hatchery"
"18","EF Lewis",2016,1.64206135901561,4.03556218495338,6.06267079506169,8.60176532774491,14.6141122378228,"Hatchery"
"19","EF Lewis",2017,2.1688264878558,4.01412035972811,5.36389387917225,7.15976625679042,12.063864769816,"Hatchery"
"20","EF Lewis",2018,0.435915606432759,1.10506778292931,1.65962264512547,2.44752280245892,4.93021804922814,"Hatchery"
"21","EF Lewis",2019,0.249027804057936,0.811208404593799,1.43590046314375,2.39571499006803,5.54603689846995,"Hatchery"
