"","2.5%","25%","50%","75%","97.5%","mean","sd"
"Delameter_Above Weir",0,0,0,0,0,0,0
"Lacamas_Above Weir",0.151791665479859,0.211401984302429,0.247778627356821,0.284465073733771,0.364289068494304,0.25038440757305,0.0544821652079081
"Olequa_Above Weir",0.0838958596659166,0.135826615656399,0.165905839879229,0.201171893765758,0.281538551444304,0.170684790507931,0.0500059608511902
"Ostrander_Above Weir",0,0,0,0,0,0,0
