"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"NF Lewis",2018,7554,616,6736,7452,9157
"NF Toutle",2018,421,286,91,350,1106
"Salmon Creek",2018,203,150,35,155,599
"SF Toutle",2018,151,156,21,102,614
"Tilton",2018,3082,135,2778,3092,3315
"Upper Cowlitz and Cispus",2018,5792,112,5566,5793,6006
"Washougal",2018,842,434,313,721,1916
"Coweeman",2019,1395,653,441,1279,2925
"EF Lewis",2019,272,207,58,225,759
"Elochoman, Skamokawa",2019,1166,553,430,1065,2547
"Grays, Chinook",2019,1163,574,370,1055,2614
"Kalama",2019,214,229,31,137,927
"Lower Cowlitz",2019,292,174,91,240,722
"Lower Gorge",2019,469,290,126,410,1164
"Mill, Abernathy, Germany, Coal",2019,651,70,512,644,789
"NF Lewis",2019,5028,588,4347,4891,6500
"NF Toutle",2019,647,346,201,559,1555
"Salmon Creek",2019,254,215,38,188,862
"SF Toutle",2019,318,197,81,274,838
"Tilton",2019,5615,197,5200,5623,5963
"Upper Cowlitz and Cispus",2019,6135,160,5820,6141,6451
"Washougal",2019,786,328,310,727,1455
"Coweeman",2020,986,545,283,881,2358
"EF Lewis",2020,286,197,56,238,701
"Elochoman, Skamokawa",2020,602,359,170,520,1522
"Grays, Chinook",2020,774,425,187,672,1857
"Kalama",2020,703,357,270,618,1683
"Lower Cowlitz",2020,422,303,159,345,1106
"Lower Gorge",2020,161,143,21,111,590
"Mill, Abernathy, Germany, Coal",2020,263,82,125,255,451
"NF Lewis",2020,8214,911,6803,8079,10487
"NF Toutle",2020,471,238,180,424,1094
"Salmon Creek",2020,254,237,33,194,718
"SF Toutle",2020,183,118,46,159,479
"Tilton",2020,10802,275,10264,10803,11323
"Upper Cowlitz and Cispus",2020,12315,211,11887,12329,12697
"Washougal",2020,1402,475,737,1332,2577
"Coweeman",2021,1327,522,610,1254,2720
"EF Lewis",2021,365,189,138,319,782
"Elochoman, Skamokawa",2021,1561,412,948,1486,2549
"Grays, Chinook",2021,1623,399,990,1561,2506
"Kalama",2021,781,418,271,698,1830
"Lower Cowlitz",2021,1113,373,576,1037,1922
"Lower Gorge",2021,112,88,26,89,309
"Mill, Abernathy, Germany, Coal",2021,302,67,182,297,441
"NF Lewis",2021,7643,946,6792,7374,10334
"NF Toutle",2021,507,327,157,419,1346
"Salmon Creek",2021,111,115,11,77,437
"SF Toutle",2021,360,161,139,334,774
"Tilton",2021,8540,434,7666,8545,9285
"Upper Cowlitz and Cispus",2021,19701,259,19131,19696,20136
"Washougal",2021,187,97,54,171,394
"Coweeman",2022,535,286,138,475,1270
"EF Lewis",2022,359,225,69,322,969
"Elochoman, Skamokawa",2022,238,144,55,205,633
"Grays, Chinook",2022,766,406,194,703,1744
"Kalama",2022,382,175,167,342,857
"Lower Cowlitz",2022,837,388,351,730,1828
"Lower Gorge",2022,343,244,62,278,981
"Mill, Abernathy, Germany, Coal",2022,743,153,483,735,1061
"NF Lewis",2022,8545,1709,6903,7998,13070
"NF Toutle",2022,559,401,166,451,1493
"Salmon Creek",2022,122,137,8,81,545
"SF Toutle",2022,395,286,86,315,1171
"Tilton",2022,8984,395,8150,8991,9730
"Upper Cowlitz and Cispus",2022,11862,262,11316,11859,12335
"Washougal",2022,509,232,205,457,1128
"Coweeman",2023,504,280,117,444,1172
"EF Lewis",2023,381,229,103,326,987
"Elochoman, Skamokawa",2023,328,175,86,296,744
"Grays, Chinook",2023,542,274,176,484,1245
"Kalama",2023,362,247,108,293,910
"Lower Cowlitz",2023,1332,555,804,1219,2553
"Lower Gorge",2023,118,131,8,74,510
"Mill, Abernathy, Germany, Coal",2023,452,84,304,445,616
"NF Lewis",2023,11009,7261,6271,8815,35910
"NF Toutle",2023,554,313,208,483,1241
"Salmon Creek",2023,194,229,10,116,787
"SF Toutle",2023,547,261,205,492,1192
"Tilton",2023,6812,1015,4467,6979,8254
"Upper Cowlitz and Cispus",2023,6824,407,5831,6884,7466
"Washougal",2023,247,195,45,200,742
