"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Kalama",2014,1372,684,516,1214,3015
"Lower Cowlitz",2014,26929,2456,22757,26703,32394
"Lower Gorge",2014,2551,921,1042,2454,4659
"Mill, Abernathy, Germany, Coal",2014,3896,2041,2977,3637,6155
"NF Lewis",2014,14104,1042,12577,13945,16671
"NF Toutle",2014,8303,2012,5446,7960,13110
"Salmon Creek",2014,3391,1300,1454,3179,6478
"SF Toutle",2014,13063,4410,7195,12181,24247
"Tilton",2014,13792,192,13410,13797,14151
"Upper Cowlitz and Cispus",2014,29407,317,28746,29414,30007
"Washougal",2014,2959,1115,1324,2777,5522
"Coweeman",2015,1743,420,1044,1698,2655
"EF Lewis",2015,747,304,319,698,1464
"Elochoman, Skamokawa",2015,623,203,299,599,1073
"Grays, Chinook",2015,647,181,409,614,1064
"Kalama",2015,240,116,91,215,532
"Lower Cowlitz",2015,2972,576,2085,2881,4341
"Lower Gorge",2015,470,157,255,443,855
"Mill, Abernathy, Germany, Coal",2015,885,204,668,854,1276
"NF Lewis",2015,4798,236,4447,4761,5339
"NF Toutle",2015,2245,709,1332,2108,3990
"Salmon Creek",2015,725,276,338,676,1403
"SF Toutle",2015,3558,1205,1903,3328,6660
"Tilton",2015,2887,109,2659,2891,3088
"Upper Cowlitz and Cispus",2015,1297,47,1199,1299,1384
"Washougal",2015,428,176,185,396,861
"Coweeman",2016,4067,781,2760,3982,5844
"EF Lewis",2016,2230,930,947,2057,4417
"Elochoman, Skamokawa",2016,1370,389,750,1327,2261
"Grays, Chinook",2016,1602,333,1106,1551,2397
"Kalama",2016,227,125,89,198,543
"Lower Cowlitz",2016,5320,997,3800,5171,7673
"Lower Gorge",2016,908,294,504,856,1636
"Mill, Abernathy, Germany, Coal",2016,1631,361,1293,1569,2302
"NF Lewis",2016,9730,675,8735,9636,11335
"NF Toutle",2016,5215,967,3712,5103,7416
"Salmon Creek",2016,1642,600,814,1536,3069
"SF Toutle",2016,3802,1288,2058,3554,6885
"Tilton",2016,6880,255,6327,6900,7322
"Upper Cowlitz and Cispus",2016,9723,257,9185,9736,10193
"Washougal",2016,1207,411,599,1141,2185
"Coweeman",2017,3150,684,2052,3066,4702
"EF Lewis",2017,2663,759,1523,2555,4505
"Elochoman, Skamokawa",2017,1488,390,883,1428,2392
"Grays, Chinook",2017,1380,379,868,1306,2334
"Kalama",2017,187,142,61,152,506
"Lower Cowlitz",2017,4134,1139,2670,3909,6980
"Lower Gorge",2017,702,246,336,662,1301
"Mill, Abernathy, Germany, Coal",2017,1143,180,919,1121,1464
"NF Lewis",2017,9647,632,8686,9552,11141
"NF Toutle",2017,1479,602,832,1352,3050
"Salmon Creek",2017,1660,666,838,1520,3353
"SF Toutle",2017,1504,553,641,1435,2743
"Tilton",2017,10393,179,10029,10399,10726
"Upper Cowlitz and Cispus",2017,11610,197,11198,11617,11973
"Washougal",2017,1199,409,610,1130,2153
"Coweeman",2018,4021,927,2581,3885,6155
"EF Lewis",2018,1973,547,1137,1894,3306
"Elochoman, Skamokawa",2018,2233,578,1332,2155,3648
"Grays, Chinook",2018,1506,438,912,1421,2609
"Kalama",2018,271,125,123,244,593
"Lower Cowlitz",2018,3327,665,2354,3225,4933
"Lower Gorge",2018,839,293,447,780,1542
"Mill, Abernathy, Germany, Coal",2018,1356,120,1139,1351,1604
"NF Lewis",2018,10688,1132,9063,10492,13442
"NF Toutle",2018,1504,499,887,1405,2793
"Salmon Creek",2018,1637,584,859,1518,3124
"SF Toutle",2018,1402,504,623,1344,2557
"Tilton",2018,4409,130,4133,4417,4640
"Upper Cowlitz and Cispus",2018,5959,108,5734,5963,6168
"Washougal",2018,1076,397,537,997,2073
"Coweeman",2019,4900,1045,3210,4786,7217
"EF Lewis",2019,2608,727,1505,2494,4364
"Elochoman, Skamokawa",2019,3146,746,1989,3040,4837
"Grays, Chinook",2019,1899,549,1174,1790,3242
"Kalama",2019,340,230,115,275,935
"Lower Cowlitz",2019,3749,842,2592,3592,5879
"Lower Gorge",2019,1726,542,1020,1622,3015
"Mill, Abernathy, Germany, Coal",2019,2431,179,2095,2421,2800
"NF Lewis",2019,9042,1119,7427,8847,11744
"NF Toutle",2019,2918,590,2060,2832,4378
"Salmon Creek",2019,2061,733,1071,1920,3882
"SF Toutle",2019,2762,846,1556,2638,4759
"Tilton",2019,7170,186,6784,7180,7501
"Upper Cowlitz and Cispus",2019,9695,172,9333,9703,10010
"Washougal",2019,1342,449,704,1265,2393
"Coweeman",2020,5634,1115,3826,5504,8134
"EF Lewis",2020,2553,768,1391,2445,4350
"Elochoman, Skamokawa",2020,2696,658,1691,2594,4278
"Grays, Chinook",2020,1791,483,1128,1702,2967
"Kalama",2020,1026,440,476,932,2140
"Lower Cowlitz",2020,5241,919,3784,5127,7328
"Lower Gorge",2020,1361,455,687,1290,2482
"Mill, Abernathy, Germany, Coal",2020,2073,185,1741,2060,2464
"NF Lewis",2020,14999,1334,12924,14826,18117
"NF Toutle",2020,2576,504,1776,2512,3729
"Salmon Creek",2020,1982,697,1016,1872,3632
"SF Toutle",2020,2736,835,1466,2619,4757
"Tilton",2020,13204,276,12620,13220,13701
"Upper Cowlitz and Cispus",2020,21231,237,20755,21238,21667
"Washougal",2020,2380,752,1337,2249,4276
"Coweeman",2021,6215,1264,4186,6066,9137
"EF Lewis",2021,5104,1355,3046,4881,8406
"Elochoman, Skamokawa",2021,3385,794,2184,3259,5315
"Grays, Chinook",2021,2839,581,2029,2749,4245
"Kalama",2021,999,487,434,886,2262
"Lower Cowlitz",2021,7088,1144,5297,6937,9763
"Lower Gorge",2021,1563,510,913,1472,2759
"Mill, Abernathy, Germany, Coal",2021,2053,173,1743,2042,2424
"NF Lewis",2021,12522,1007,11184,12356,14854
"NF Toutle",2021,2822,621,1895,2727,4316
"Salmon Creek",2021,1717,539,933,1634,2982
"SF Toutle",2021,3136,924,1834,2980,5364
"Tilton",2021,14935,461,13934,14965,15781
"Upper Cowlitz and Cispus",2021,29363,289,28767,29378,29903
"Washougal",2021,976,302,528,932,1677
"Coweeman",2022,5027,1004,3421,4907,7332
"EF Lewis",2022,3631,934,2188,3491,5820
"Elochoman, Skamokawa",2022,1274,376,742,1205,2170
"Grays, Chinook",2022,1845,478,1173,1757,3057
"Kalama",2022,645,250,308,589,1242
"Lower Cowlitz",2022,5502,927,4056,5365,7637
"Lower Gorge",2022,1764,548,1046,1647,3190
"Mill, Abernathy, Germany, Coal",2022,3170,259,2691,3162,3696
"NF Lewis",2022,14382,1843,12446,13940,18676
"NF Toutle",2022,2970,600,2054,2901,4332
"Salmon Creek",2022,1376,485,671,1298,2548
"SF Toutle",2022,2413,817,1140,2310,4266
"Tilton",2022,16255,431,15352,16283,17029
"Upper Cowlitz and Cispus",2022,23372,312,22727,23379,23953
"Washougal",2022,1337,394,748,1271,2303
"Coweeman",2023,4009,878,2574,3920,6067
"EF Lewis",2023,1907,589,1054,1802,3354
"Elochoman, Skamokawa",2023,2062,508,1313,1983,3298
"Grays, Chinook",2023,1569,477,910,1484,2756
"Kalama",2023,632,328,261,559,1464
"Lower Cowlitz",2023,7057,1013,5484,6918,9360
"Lower Gorge",2023,1095,487,458,1003,2248
"Mill, Abernathy, Germany, Coal",2023,3239,253,2777,3226,3762
"NF Lewis",2023,14738,7098,10589,12886,28693
"NF Toutle",2023,2399,570,1578,2310,3785
"Salmon Creek",2023,1037,614,249,899,2569
"SF Toutle",2023,2532,914,1253,2380,4703
"Tilton",2023,8165,980,5829,8290,9677
"Upper Cowlitz and Cispus",2023,13060,522,11792,13155,13811
"Washougal",2023,752,316,318,695,1520
