"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Upper Cowlitz and Cispus",2013,5816,276,5223,5833,6301
"Washougal",2013,276,145,90,245,637
"Coweeman",2014,1532,466,807,1464,2629
"EF Lewis",2014,1096,575,357,975,2515
"Elochoman, Skamokawa",2014,2123,566,1251,2037,3416
"Grays, Chinook",2014,1939,499,1119,1886,3011
"Kalama",2014,1232,629,456,1083,2765
"Lower Cowlitz",2014,1356,535,725,1231,2760
"Lower Gorge",2014,705,393,201,619,1711
"Mill, Abernathy, Germany, Coal",2014,469,230,343,440,755
"NF Lewis",2014,9178,420,8602,9100,10221
"NF Toutle",2014,2719,795,1609,2581,4617
"Salmon Creek",2014,85,101,5,53,347
"SF Toutle",2014,2522,911,1324,2341,4772
"Tilton",2014,4878,149,4570,4883,5161
"Upper Cowlitz and Cispus",2014,22560,304,21924,22568,23134
"Washougal",2014,2034,832,870,1884,3997
"Coweeman",2015,348,175,108,316,783
"EF Lewis",2015,158,120,29,128,457
"Elochoman, Skamokawa",2015,235,114,78,213,515
"Grays, Chinook",2015,310,142,124,284,647
"Kalama",2015,212,108,77,188,487
"Lower Cowlitz",2015,280,214,74,216,892
"Lower Gorge",2015,70,52,12,56,204
"Mill, Abernathy, Germany, Coal",2015,65,20,37,62,109
"NF Lewis",2015,3756,127,3582,3738,4065
"NF Toutle",2015,1300,596,562,1183,2819
"Salmon Creek",2015,35,51,1,18,173
"SF Toutle",2015,1775,733,780,1626,3630
"Tilton",2015,1527,97,1321,1532,1701
"Upper Cowlitz and Cispus",2015,923,43,833,924,1002
"Washougal",2015,274,146,92,242,645
"Coweeman",2016,673,346,187,605,1514
"EF Lewis",2016,910,641,164,759,2537
"Elochoman, Skamokawa",2016,489,239,163,442,1059
"Grays, Chinook",2016,926,303,466,886,1622
"Kalama",2016,157,118,33,125,463
"Lower Cowlitz",2016,556,436,129,435,1691
"Lower Gorge",2016,77,52,16,64,214
"Mill, Abernathy, Germany, Coal",2016,212,54,153,204,309
"NF Lewis",2016,6144,251,5822,6102,6759
"NF Toutle",2016,3237,785,2035,3130,4983
"Salmon Creek",2016,119,152,7,72,508
"SF Toutle",2016,884,421,325,799,1935
"Tilton",2016,4254,241,3718,4273,4666
"Upper Cowlitz and Cispus",2016,8811,254,8280,8824,9273
"Washougal",2016,881,349,395,817,1740
"Coweeman",2017,411,307,56,326,1202
"EF Lewis",2017,1008,453,364,924,2088
"Elochoman, Skamokawa",2017,408,262,77,347,1047
"Grays, Chinook",2017,922,357,435,855,1812
"Kalama",2017,123,135,16,89,422
"Lower Cowlitz",2017,1051,866,167,828,3308
"Lower Gorge",2017,120,105,17,91,402
"Mill, Abernathy, Germany, Coal",2017,95,19,67,93,133
"NF Lewis",2017,5108,216,4778,5082,5599
"NF Toutle",2017,481,493,111,349,1742
"Salmon Creek",2017,227,227,19,158,834
"SF Toutle",2017,167,148,20,122,550
"Tilton",2017,5202,154,4875,5209,5489
"Upper Cowlitz and Cispus",2017,6413,175,6048,6422,6731
"Washougal",2017,910,351,417,845,1756
"Coweeman",2018,1124,875,106,906,3326
"EF Lewis",2018,271,156,67,236,666
"Elochoman, Skamokawa",2018,920,442,273,851,1998
"Grays, Chinook",2018,1038,419,455,964,2029
"Kalama",2018,187,117,50,160,479
"Lower Cowlitz",2018,367,315,81,269,1239
"Lower Gorge",2018,181,117,43,150,488
"Mill, Abernathy, Germany, Coal",2018,209,37,145,205,292
"NF Lewis",2018,7507,576,6700,7400,8897
"NF Toutle",2018,476,408,106,368,1577
"Salmon Creek",2018,199,143,35,163,572
"SF Toutle",2018,150,163,13,99,581
"Tilton",2018,3090,122,2830,3098,3307
"Upper Cowlitz and Cispus",2018,5787,108,5565,5789,5991
"Washougal",2018,764,356,298,692,1663
"Coweeman",2019,1260,551,451,1174,2560
"EF Lewis",2019,254,176,48,213,722
"Elochoman, Skamokawa",2019,1168,513,401,1096,2359
"Grays, Chinook",2019,1089,538,330,990,2394
"Kalama",2019,196,195,30,136,698
"Lower Cowlitz",2019,304,217,96,242,872
"Lower Gorge",2019,477,274,136,419,1149
"Mill, Abernathy, Germany, Coal",2019,651,72,520,648,802
"NF Lewis",2019,4967,527,4323,4853,6236
"NF Toutle",2019,698,388,228,611,1732
"Salmon Creek",2019,244,200,35,189,788
"SF Toutle",2019,314,205,68,267,839
"Tilton",2019,5613,178,5252,5621,5932
"Upper Cowlitz and Cispus",2019,6134,152,5815,6144,6421
"Washougal",2019,751,316,319,692,1503
"Coweeman",2020,937,494,267,835,2106
"EF Lewis",2020,253,163,56,214,675
"Elochoman, Skamokawa",2020,620,371,136,542,1559
"Grays, Chinook",2020,766,408,215,686,1753
"Kalama",2020,759,362,303,680,1644
"Lower Cowlitz",2020,405,249,164,343,1028
"Lower Gorge",2020,157,141,21,116,529
"Mill, Abernathy, Germany, Coal",2020,261,88,122,251,465
"NF Lewis",2020,8239,963,6812,8087,10547
"NF Toutle",2020,461,215,187,421,979
"Salmon Creek",2020,238,180,38,192,708
"SF Toutle",2020,176,117,37,147,480
"Tilton",2020,10805,266,10251,10823,11276
"Upper Cowlitz and Cispus",2020,12321,207,11897,12325,12698
"Washougal",2020,1464,520,734,1374,2737
"Coweeman",2021,1315,508,551,1240,2516
"EF Lewis",2021,379,173,138,345,798
"Elochoman, Skamokawa",2021,1546,412,904,1489,2537
"Grays, Chinook",2021,1604,406,1001,1546,2570
"Kalama",2021,748,419,271,643,1837
"Lower Cowlitz",2021,1118,379,590,1052,2037
"Lower Gorge",2021,109,73,23,92,296
"Mill, Abernathy, Germany, Coal",2021,297,60,193,291,425
"NF Lewis",2021,7588,741,6813,7406,9425
"NF Toutle",2021,446,267,149,384,1121
"Salmon Creek",2021,108,95,12,80,357
"SF Toutle",2021,357,165,135,327,759
"Tilton",2021,8544,431,7607,8571,9321
"Upper Cowlitz and Cispus",2021,19699,263,19146,19710,20163
"Washougal",2021,187,101,56,167,433
"Coweeman",2022,539,283,152,486,1227
"EF Lewis",2022,374,216,92,329,914
"Elochoman, Skamokawa",2022,221,131,56,195,551
"Grays, Chinook",2022,774,397,240,697,1795
"Kalama",2022,380,166,163,340,773
"Lower Cowlitz",2022,858,433,337,753,1977
"Lower Gorge",2022,343,243,64,285,1001
"Mill, Abernathy, Germany, Coal",2022,740,147,481,729,1056
"NF Lewis",2022,8596,1648,7024,8173,12554
"NF Toutle",2022,505,329,137,430,1316
"Salmon Creek",2022,117,117,10,79,428
"SF Toutle",2022,350,255,66,277,1018
"Tilton",2022,9000,401,8154,9030,9715
"Upper Cowlitz and Cispus",2022,11865,271,11296,11877,12351
"Washougal",2022,517,222,200,479,1063
"Coweeman",2023,495,280,120,437,1185
"EF Lewis",2023,340,172,111,308,762
"Elochoman, Skamokawa",2023,338,187,80,304,794
"Grays, Chinook",2023,515,259,177,467,1155
"Kalama",2023,340,201,118,295,833
"Lower Cowlitz",2023,1333,481,821,1225,2526
"Lower Gorge",2023,114,135,7,73,472
"Mill, Abernathy, Germany, Coal",2023,455,88,300,448,646
"NF Lewis",2023,10090,6948,6240,8270,23969
"NF Toutle",2023,503,230,215,458,1072
"Salmon Creek",2023,184,211,14,122,730
"SF Toutle",2023,514,246,195,466,1094
"Tilton",2023,6827,964,4531,6948,8312
"Upper Cowlitz and Cispus",2023,6796,478,5615,6891,7453
"Washougal",2023,219,161,42,181,620
