"","Population","Year","X2.5.","X25.","X50.","X75.","X97.5.","Origin"
"1","Coweeman",2010,1.80337234962064,3.01969611020133,4.09811675099343,5.44898611704847,9.21876731823589,"Hatchery"
"2","Coweeman",2011,0.604973112793419,1.36208251988974,1.97286560874693,2.73000223619713,4.37900414040626,"Hatchery"
"3","Coweeman",2012,0.304856438699468,0.978568212352196,1.61146088998262,2.51694419527464,5.45726887521025,"Hatchery"
"4","Coweeman",2013,2.49544394894428,4.45228782942827,6.17240721596062,8.17784133384564,13.9258106411503,"Hatchery"
"5","Coweeman",2014,8.86162358572201,13.0418642506155,15.692915542623,19.8616177692803,28.0344583291588,"Hatchery"
"6","Coweeman",2015,1.27365681473387,2.30299848081388,3.12003025878331,4.20030728242007,6.74320198354255,"Hatchery"
"7","Coweeman",2016,2.03285239925478,4.28054616005022,6.10881189824023,8.0098871695877,14.8726186904612,"Hatchery"
"8","Coweeman",2017,0.445089014294912,2.01075527091066,3.35961916322723,5.82055248599328,11.9039144664121,"Hatchery"
"9","Coweeman",2018,1.50095995314857,6.76559264450657,13.3965007750844,21.2833339562537,40.2811479236226,"Hatchery"
"10","Coweeman",2019,4.89837268526134,9.78326655694035,13.1939715137053,18.0902571190825,28.8657985401955,"Hatchery"
"11","Coweeman",2020,2.82976265602393,6.67023783091808,9.42166124973966,12.6208327814365,25.2044230104694,"Hatchery"
"12","Coweeman",2021,5.60212608952125,9.85535373334368,12.9951240270795,16.9769024757289,26.5951399203659,"Hatchery"
"13","Coweeman",2022,1.78036985483796,3.49833781812632,4.83575393826568,7.14356443928293,13.0260421670232,"Hatchery"
"14","Coweeman",2023,1.10128860130255,3.06981539651177,4.76609199908841,7.06926471117967,12.1781521989489,"Hatchery"
"15","EF Lewis",2010,1.22095221642417,2.5825294650866,3.77501857306374,5.52975097522066,12.2664121646149,"Hatchery"
"16","EF Lewis",2011,0.164948132309659,0.476956174478629,0.825964771147481,1.35838845347553,3.12324745829696,"Hatchery"
"17","EF Lewis",2012,0.40248912644211,1.04568648038629,1.67616502672659,2.55388605590793,5.20439055269867,"Hatchery"
"18","EF Lewis",2013,0.660509156960843,1.27784557868579,1.84392448066743,2.57044334744779,4.50785370104539,"Hatchery"
"19","EF Lewis",2014,2.04489282580471,4.34029861977275,6.27817407513675,9.09897918383353,18.9235028967485,"Hatchery"
"20","EF Lewis",2015,0.210578461457104,0.581061036186828,0.927300476484296,1.43760700783442,3.42587298162997,"Hatchery"
"21","EF Lewis",2016,1.12971206318207,2.88448952661591,4.09332053278558,6.47218810270666,14.7053256723843,"Hatchery"
"22","EF Lewis",2017,2.27165221480554,4.99502185940073,6.99546918491968,9.36759505092625,16.9272307752565,"Hatchery"
"23","EF Lewis",2018,0.60579023430521,1.34301187507115,2.07207605971486,2.87516134214219,6.27725722180638,"Hatchery"
"24","EF Lewis",2019,0.387634025383723,1.00668977219743,1.5905578103991,2.61752290881626,5.5370211183708,"Hatchery"
"25","EF Lewis",2020,0.371904335398801,1.26671965814057,1.85974313381806,2.73313899523372,5.90368288641612,"Hatchery"
"26","EF Lewis",2021,1.11918356699382,1.87429107544256,2.63050040214497,3.65573424876769,6.57882772828735,"Hatchery"
"27","EF Lewis",2022,0.625446562122486,1.60623605319684,2.48676259878017,3.49668158354416,7.11511394224481,"Hatchery"
"28","EF Lewis",2023,0.840320193547324,1.76650523058119,2.61210899181824,3.67697795280306,6.25021432924152,"Hatchery"
"29","Elochoman, Skamokawa",2010,7.94383916078097,12.3114203128762,14.7334760807243,18.680885155144,28.3504072022499,"Hatchery"
"30","Elochoman, Skamokawa",2011,3.2625728686679,4.77622648349797,5.91966964848207,7.31882712263429,11.2344425984433,"Hatchery"
"31","Elochoman, Skamokawa",2012,0.413106671345413,0.934425823623917,1.36544090950482,1.8458066677653,3.53705769212524,"Hatchery"
"32","Elochoman, Skamokawa",2013,1.61746577505118,2.53607498265547,3.19952510505543,4.19393850676633,6.29961670624231,"Hatchery"
"33","Elochoman, Skamokawa",2014,7.76042899200955,10.447457979767,12.2124298252873,14.4174443270183,19.7092586758082,"Hatchery"
"34","Elochoman, Skamokawa",2015,0.569895975087155,1.04140534166597,1.45763546292501,1.98249034157394,3.44759131297651,"Hatchery"
"35","Elochoman, Skamokawa",2016,1.10110862960804,2.03689214929283,2.76160553027067,3.80697993547196,6.70713876816705,"Hatchery"
"36","Elochoman, Skamokawa",2017,0.301191269676226,1.22571018561357,1.91387287728562,2.98144999655585,6.30919770838462,"Hatchery"
"37","Elochoman, Skamokawa",2018,2.06662738117192,3.8093585470896,5.375326675002,7.62276022580333,12.2577570109668,"Hatchery"
"38","Elochoman, Skamokawa",2019,2.53219929511481,5.27052395745966,6.96439805184512,8.99903910420778,14.4103772857055,"Hatchery"
"39","Elochoman, Skamokawa",2020,0.766496899868141,2.15291517779478,3.25884987341014,4.85332204802199,9.6691284116695,"Hatchery"
"40","Elochoman, Skamokawa",2021,6.00390138668678,7.88657038424202,9.4711762274187,11.4597063892708,16.5500019051497,"Hatchery"
"41","Elochoman, Skamokawa",2022,0.334457756000865,0.747543940711969,1.17257545890871,1.81992414300048,3.52950147713765,"Hatchery"
"42","Elochoman, Skamokawa",2023,0.425161860285457,1.14777027405102,1.79394322724235,2.6865456739333,4.34398534145482,"Hatchery"
"43","Grays, Chinook",2010,3.78517180002345,5.41378576055556,7.45180295563496,10.5044742083401,19.4491964276308,"Hatchery"
"44","Grays, Chinook",2011,7.63937895577665,12.0527244370739,16.291068839247,20.9974177745166,38.8914273908424,"Hatchery"
