"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Duncan_Above Weir",2016,0.472,0.048,0.377,0.472,0.567
"Grays_Chinook",2017,0.5,0.034,0.434,0.5,0.565
"Elochoman_Skamokawa",2017,0.486,0.047,0.394,0.486,0.578
"Abernathy",2017,0.46,0.03,0.401,0.46,0.52
"Abernathy_Above AFTC",2017,0.464,0.029,0.407,0.464,0.519
"Mill",2017,0.462,0.031,0.402,0.463,0.523
"Germany",2017,0.472,0.03,0.414,0.472,0.532
"Upper Cowlitz and Cispus",2017,0.48,0.052,0.376,0.48,0.584
"Tilton",2017,0.479,0.052,0.378,0.479,0.583
"Lower Cowlitz",2017,0.483,0.045,0.394,0.483,0.571
"Delameter_Above Weir",2017,0.435,0.05,0.335,0.436,0.533
"Lacamas_Above Weir",2017,0.487,0.05,0.391,0.486,0.587
"Olequa_Above Weir",2017,0.477,0.051,0.376,0.477,0.58
"Ostrander_Above Weir",2017,0.505,0.047,0.413,0.505,0.601
"Green",2017,0.463,0.048,0.366,0.463,0.558
"Upper NF Toutle",2017,0.479,0.052,0.378,0.479,0.58
"NF_MS Toutle",2017,0.474,0.052,0.371,0.474,0.576
"SF Toutle",2017,0.45,0.052,0.348,0.451,0.55
"Coweeman",2017,0.472,0.049,0.378,0.472,0.568
"Kalama",2017,0.497,0.049,0.4,0.497,0.595
"Lower Lewis",2017,0.492,0.048,0.4,0.492,0.586
"Upper NF Lewis",2017,0.48,0.052,0.376,0.48,0.583
"Cedar",2017,0.42,0.053,0.313,0.421,0.52
"EF Lewis",2017,0.483,0.046,0.394,0.483,0.574
"Salmon Creek",2017,0.49,0.049,0.393,0.49,0.588
"Washougal",2017,0.464,0.042,0.381,0.465,0.546
"Lower Gorge",2017,0.483,0.048,0.388,0.483,0.579
"Duncan_Above Weir",2017,0.483,0.049,0.389,0.483,0.578
"Grays_Chinook",2018,0.504,0.035,0.435,0.504,0.574
"Elochoman_Skamokawa",2018,0.514,0.046,0.426,0.513,0.606
"Abernathy",2018,0.435,0.035,0.367,0.434,0.504
"Abernathy_Above AFTC",2018,0.458,0.035,0.389,0.458,0.526
"Mill",2018,0.444,0.035,0.376,0.443,0.512
"Germany",2018,0.455,0.034,0.387,0.455,0.522
"Upper Cowlitz and Cispus",2018,0.48,0.051,0.38,0.48,0.58
"Tilton",2018,0.479,0.051,0.378,0.478,0.581
"Lower Cowlitz",2018,0.473,0.05,0.374,0.473,0.571
"Delameter_Above Weir",2018,0.494,0.047,0.405,0.493,0.588
"Lacamas_Above Weir",2018,0.477,0.052,0.375,0.477,0.579
"Olequa_Above Weir",2018,0.486,0.05,0.389,0.486,0.584
"Ostrander_Above Weir",2018,0.47,0.049,0.371,0.469,0.565
"Green",2018,0.49,0.05,0.391,0.49,0.588
"Upper NF Toutle",2018,0.48,0.052,0.377,0.48,0.581
"NF_MS Toutle",2018,0.476,0.052,0.372,0.476,0.581
"SF Toutle",2018,0.465,0.053,0.361,0.465,0.568
"Coweeman",2018,0.497,0.049,0.401,0.496,0.596
"Kalama",2018,0.476,0.049,0.381,0.476,0.573
"Lower Lewis",2018,0.487,0.05,0.39,0.486,0.585
"Upper NF Lewis",2018,0.479,0.051,0.378,0.479,0.581
"Cedar",2018,0.456,0.052,0.353,0.457,0.558
"EF Lewis",2018,0.486,0.045,0.399,0.485,0.574
"Salmon Creek",2018,0.473,0.046,0.383,0.474,0.565
"Washougal",2018,0.49,0.048,0.398,0.49,0.587
"Lower Gorge",2018,0.47,0.043,0.386,0.47,0.554
"Duncan_Above Weir",2018,0.464,0.049,0.366,0.464,0.561
"Grays_Chinook",2019,0.475,0.039,0.399,0.474,0.55
"Elochoman_Skamokawa",2019,0.43,0.038,0.355,0.431,0.505
"Abernathy",2019,0.499,0.029,0.443,0.499,0.556
"Abernathy_Above AFTC",2019,0.501,0.027,0.448,0.501,0.554
"Mill",2019,0.486,0.028,0.431,0.486,0.542
"Germany",2019,0.482,0.028,0.428,0.482,0.537
"Upper Cowlitz and Cispus",2019,0.48,0.052,0.377,0.479,0.582
"Tilton",2019,0.479,0.051,0.377,0.479,0.579
"Lower Cowlitz",2019,0.455,0.045,0.366,0.456,0.543
"Delameter_Above Weir",2019,0.435,0.05,0.334,0.435,0.53
"Lacamas_Above Weir",2019,0.478,0.051,0.377,0.477,0.58
"Olequa_Above Weir",2019,0.475,0.051,0.373,0.475,0.577
"Ostrander_Above Weir",2019,0.434,0.047,0.341,0.434,0.525
"Green",2019,0.484,0.048,0.392,0.483,0.579
"Upper NF Toutle",2019,0.479,0.052,0.377,0.48,0.581
"NF_MS Toutle",2019,0.495,0.05,0.396,0.494,0.594
"SF Toutle",2019,0.489,0.045,0.401,0.489,0.578
"Coweeman",2019,0.46,0.048,0.366,0.461,0.553
"Kalama",2019,0.465,0.047,0.371,0.465,0.556
"Lower Lewis",2019,0.447,0.043,0.361,0.448,0.53
"Upper NF Lewis",2019,0.48,0.052,0.378,0.479,0.583
"Cedar",2019,0.467,0.049,0.369,0.467,0.562
"EF Lewis",2019,0.472,0.046,0.382,0.472,0.563
"Salmon Creek",2019,0.492,0.049,0.398,0.492,0.589
"Washougal",2019,0.483,0.043,0.398,0.483,0.568
"Lower Gorge",2019,0.416,0.034,0.348,0.416,0.482
"Duncan_Above Weir",2019,0.504,0.04,0.426,0.504,0.585
"Grays_Chinook",2020,0.47,0.038,0.397,0.47,0.546
"Elochoman_Skamokawa",2020,0.422,0.04,0.344,0.422,0.499
"Abernathy",2020,0.457,0.051,0.357,0.458,0.556
"Abernathy_Above AFTC",2020,0.471,0.05,0.373,0.471,0.567
"Mill",2020,0.48,0.05,0.38,0.48,0.579
"Germany",2020,0.471,0.05,0.373,0.47,0.569
"Upper Cowlitz and Cispus",2020,0.479,0.052,0.377,0.479,0.583
"Tilton",2020,0.479,0.052,0.377,0.48,0.581
"Lower Cowlitz",2020,0.475,0.046,0.386,0.475,0.565
"Delameter_Above Weir",2020,0.481,0.048,0.388,0.481,0.575
"Lacamas_Above Weir",2020,0.487,0.05,0.387,0.487,0.585
"Olequa_Above Weir",2020,0.459,0.051,0.359,0.459,0.558
"Ostrander_Above Weir",2020,0.454,0.048,0.357,0.456,0.546
"Green",2020,0.489,0.043,0.406,0.489,0.574
"Upper NF Toutle",2020,0.479,0.052,0.377,0.479,0.581
"NF_MS Toutle",2020,0.494,0.051,0.397,0.494,0.596
"SF Toutle",2020,0.476,0.044,0.388,0.476,0.563
"Coweeman",2020,0.491,0.047,0.398,0.49,0.585
"Kalama",2020,0.527,0.048,0.436,0.527,0.624
"Lower Lewis",2020,0.533,0.028,0.479,0.533,0.588
"Upper NF Lewis",2020,0.48,0.052,0.377,0.48,0.583
"Cedar",2020,0.57,0.023,0.524,0.57,0.616
"EF Lewis",2020,0.464,0.041,0.384,0.464,0.543
"Salmon Creek",2020,0.47,0.048,0.376,0.47,0.564
"Washougal",2020,0.508,0.042,0.426,0.507,0.59
"Lower Gorge",2020,0.454,0.047,0.358,0.454,0.546
"Duncan_Above Weir",2020,0.412,0.047,0.317,0.413,0.503
