"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,2450,833,1247,2301,4444
"Elochoman_Skamokawa",2010,2726,686,1671,2628,4356
"Abernathy",2010,572,56,468,569,691
"Abernathy_Above AFTC",2010,358,197,111,314,866
"Mill",2010,429,290,111,360,1197
"Germany",2010,302,171,92,265,733
"Upper Cowlitz and Cispus",2010,22103,279,21525,22112,22630
"Tilton",2010,2975,148,2669,2980,3254
"Lower Cowlitz",2010,3625,1512,1650,3314,7498
"Delameter_Above Weir",2010,283,149,94,251,662
"Lacamas_Above Weir",2010,2525,2076,503,1982,7864
"Olequa_Above Weir",2010,2276,1312,768,1966,5670
"Ostrander_Above Weir",2010,252,158,70,215,642
"Green",2010,2529,558,1647,2459,3830
"Upper NF Toutle",2010,205,14,179,205,235
"NF_MS Toutle",2010,1281,774,347,1111,3205
"SF Toutle",2010,2295,898,1072,2131,4469
"Coweeman",2010,4473,1034,2808,4342,6872
"Kalama",2010,577,261,239,521,1250
"Lower Lewis",2010,1326,758,459,1144,3288
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,2136,143,1876,2127,2433
"EF Lewis",2010,2481,941,1140,2326,4710
"Salmon Creek",2010,3490,1875,1170,3082,8166
"Washougal",2010,1132,400,574,1061,2095
"Lower Gorge",2010,734,305,356,667,1515
"Duncan_Above Weir",2010,70,15,45,68,102
"Grays_Chinook",2011,1852,507,1118,1766,3088
"Elochoman_Skamokawa",2011,1606,388,999,1554,2497
"Abernathy",2011,316,36,251,314,393
"Abernathy_Above AFTC",2011,248,134,80,219,580
"Mill",2011,242,163,65,204,645
"Germany",2011,201,114,64,176,484
"Upper Cowlitz and Cispus",2011,19411,278,18842,19420,19935
"Tilton",2011,6310,241,5812,6325,6757
"Lower Cowlitz",2011,2156,953,870,1977,4526
"Delameter_Above Weir",2011,199,98,73,180,444
"Lacamas_Above Weir",2011,2928,6725,275,1819,11628
"Olequa_Above Weir",2011,1718,1065,655,1461,4278
"Ostrander_Above Weir",2011,167,115,41,140,443
"Green",2011,547,220,225,511,1069
"Upper NF Toutle",2011,63,8,49,63,80
"NF_MS Toutle",2011,996,644,248,851,2571
"SF Toutle",2011,1621,711,592,1500,3349
"Coweeman",2011,4230,914,2798,4117,6331
"Kalama",2011,383,182,154,345,838
"Lower Lewis",2011,893,535,323,764,2263
"Upper NF Lewis",2011,0,0,0,0,0
"Cedar",2011,1236,68,1114,1231,1381
"EF Lewis",2011,2155,779,1023,2028,4021
"Salmon Creek",2011,2183,1085,848,1957,4886
"Washougal",2011,731,247,370,690,1323
"Lower Gorge",2011,596,227,296,553,1157
"Duncan_Above Weir",2011,62,11,44,61,87
"Grays_Chinook",2012,1401,418,756,1346,2374
"Elochoman_Skamokawa",2012,863,235,478,839,1395
"Abernathy",2012,285,38,217,283,368
"Abernathy_Above AFTC",2012,198,86,80,182,408
"Mill",2012,157,86,50,140,370
"Germany",2012,156,76,59,143,333
"Upper Cowlitz and Cispus",2012,3837,80,3675,3838,3990
"Tilton",2012,4905,202,4481,4915,5271
"Lower Cowlitz",2012,1747,855,642,1588,3819
"Delameter_Above Weir",2012,172,72,73,160,351
"Lacamas_Above Weir",2012,3441,12215,327,2015,13907
"Olequa_Above Weir",2012,1346,1381,410,1135,3441
"Ostrander_Above Weir",2012,132,75,36,116,319
"Green",2012,789,179,500,769,1196
"Upper NF Toutle",2012,137,12,115,136,161
"NF_MS Toutle",2012,1027,657,366,880,2489
"SF Toutle",2012,2366,857,1192,2208,4496
"Coweeman",2012,3429,757,2224,3335,5175
"Kalama",2012,299,122,136,275,601
"Lower Lewis",2012,577,342,193,500,1426
"Upper NF Lewis",2012,168,13,143,167,195
"Cedar",2012,1172,121,963,1162,1436
"EF Lewis",2012,2972,1105,1566,2745,5743
"Salmon Creek",2012,1623,714,676,1491,3362
"Washougal",2012,570,174,303,543,983
"Lower Gorge",2012,526,198,252,491,1018
"Duncan_Above Weir",2012,66,17,39,64,105
"Grays_Chinook",2013,2279,549,1449,2197,3604
"Elochoman_Skamokawa",2013,1366,313,866,1330,2096
"Abernathy",2013,445,60,340,441,574
"Abernathy_Above AFTC",2013,254,39,186,251,338
"Mill",2013,160,35,99,158,237
"Germany",2013,190,34,131,188,264
"Upper Cowlitz and Cispus",2013,5852,270,5293,5864,6339
"Tilton",2013,6415,263,5857,6429,6896
"Lower Cowlitz",2013,2264,891,1045,2107,4472
"Delameter_Above Weir",2013,241,44,168,236,341
"Lacamas_Above Weir",2013,4714,4788,1152,3595,14605
"Olequa_Above Weir",2013,1386,350,832,1339,2194
"Ostrander_Above Weir",2013,162,51,88,152,284
"Green",2013,1775,418,1134,1718,2761
"Upper NF Toutle",2013,366,19,328,365,404
"NF_MS Toutle",2013,1604,1083,635,1369,3908
"SF Toutle",2013,4159,1589,2078,3843,8076
"Coweeman",2013,4535,952,3027,4415,6732
"Kalama",2013,402,157,190,372,781
"Lower Lewis",2013,688,388,237,601,1653
"Upper NF Lewis",2013,6959,84,6795,6960,7124
"Cedar",2013,1262,93,1094,1257,1456
"EF Lewis",2013,2999,1021,1602,2816,5550
"Salmon Creek",2013,2048,842,886,1896,4083
"Washougal",2013,786,232,439,752,1339
"Lower Gorge",2013,845,271,490,791,1534
"Duncan_Above Weir",2013,24,5,16,24,35
"Grays_Chinook",2014,5283,979,3871,5120,7616
"Elochoman_Skamokawa",2014,5097,1134,3370,4947,7817
"Abernathy",2014,1110,106,917,1105,1330
"Abernathy_Above AFTC",2014,573,53,484,568,688
"Mill",2014,1177,111,976,1171,1409
"Germany",2014,627,69,502,624,772
"Upper Cowlitz and Cispus",2014,29440,314,28799,29448,30030
"Tilton",2014,13833,194,13439,13836,14199
"Lower Cowlitz",2014,5435,2077,2686,5028,10432
"Delameter_Above Weir",2014,755,51,660,753,862
"Lacamas_Above Weir",2014,11140,1047,9295,11077,13354
"Olequa_Above Weir",2014,8212,1064,6389,8124,10543
"Ostrander_Above Weir",2014,990,103,804,984,1208
"Green",2014,3768,831,2427,3670,5654
"Upper NF Toutle",2014,109,10,90,109,130
"NF_MS Toutle",2014,4513,3081,1781,3858,11205
"SF Toutle",2014,13956,5339,7046,12884,27185
"Coweeman",2014,8144,1823,5096,7969,12294
"Kalama",2014,1044,404,500,969,2042
"Lower Lewis",2014,1674,919,572,1473,4032
"Upper NF Lewis",2014,9006,95,8818,9006,9193
"Cedar",2014,3459,402,2758,3429,4334
"EF Lewis",2014,5286,1812,2643,4998,9667
"Salmon Creek",2014,5412,2260,2313,5011,10954
"Washougal",2014,2018,616,1088,1929,3466
"Lower Gorge",2014,1919,719,858,1796,3674
"Duncan_Above Weir",2014,50,7,38,50,64
"Grays_Chinook",2015,688,169,431,665,1083
"Elochoman_Skamokawa",2015,557,157,296,542,918
"Abernathy",2015,293,43,216,290,388
"Abernathy_Above AFTC",2015,127,20,93,125,172
"Mill",2015,249,40,179,246,336
"Germany",2015,174,30,122,171,242
"Upper Cowlitz and Cispus",2015,1318,45,1225,1320,1404
"Tilton",2015,2911,108,2680,2917,3105
"Lower Cowlitz",2015,1167,375,640,1102,2096
"Delameter_Above Weir",2015,117,17,87,115,154
"Lacamas_Above Weir",2015,846,320,433,780,1639
"Olequa_Above Weir",2015,605,198,318,572,1068
"Ostrander_Above Weir",2015,120,21,84,118,165
"Green",2015,716,174,432,697,1116
"Upper NF Toutle",2015,85,9,68,84,104
"NF_MS Toutle",2015,810,501,329,698,1961
"SF Toutle",2015,2645,955,1380,2454,5017
"Coweeman",2015,1406,329,858,1375,2129
"Kalama",2015,178,67,83,166,340
"Lower Lewis",2015,290,170,92,257,692
"Upper NF Lewis",2015,3723,62,3602,3723,3846
"Cedar",2015,790,123,593,776,1065
"EF Lewis",2015,746,280,320,705,1394
"Salmon Creek",2015,1069,425,475,996,2096
"Washougal",2015,390,124,201,374,687
"Lower Gorge",2015,416,149,214,390,774
"Duncan_Above Weir",2015,11,3,6,10,17
"Grays_Chinook",2016,1590,317,1111,1544,2334
"Elochoman_Skamokawa",2016,1279,339,726,1242,2044
"Abernathy",2016,612,66,492,608,752
"Abernathy_Above AFTC",2016,351,30,297,349,415
"Mill",2016,411,51,320,409,518
"Germany",2016,286,40,215,284,369
"Upper Cowlitz and Cispus",2016,9743,257,9196,9757,10208
"Tilton",2016,6938,245,6427,6952,7379
"Lower Cowlitz",2016,2646,866,1442,2494,4744
"Delameter_Above Weir",2016,206,28,156,204,266
"Lacamas_Above Weir",2016,1004,218,673,972,1524
"Olequa_Above Weir",2016,1306,567,572,1193,2719
"Ostrander_Above Weir",2016,211,26,166,210,268
"Green",2016,2593,594,1664,2509,3971
"Upper NF Toutle",2016,531,23,487,531,577
"NF_MS Toutle",2016,1223,704,423,1064,3036
"SF Toutle",2016,3764,1321,1957,3520,7036
"Coweeman",2016,3818,793,2521,3729,5674
"Kalama",2016,346,142,143,322,689
"Lower Lewis",2016,678,392,260,601,1541
"Upper NF Lewis",2016,6808,82,6649,6806,6970
"Cedar",2016,2255,445,1539,2205,3277
"EF Lewis",2016,1786,630,834,1702,3238
"Salmon Creek",2016,2624,1020,1241,2424,5105
"Washougal",2016,1023,306,563,980,1754
"Lower Gorge",2016,938,340,472,877,1780
"Duncan_Above Weir",2016,16,4,9,15,25
"Grays_Chinook",2017,1216,260,818,1178,1829
"Elochoman_Skamokawa",2017,1412,333,887,1369,2183
"Abernathy",2017,350,48,263,348,452
"Abernathy_Above AFTC",2017,208,19,174,207,250
"Mill",2017,238,38,171,235,318
"Germany",2017,346,48,262,343,449
"Upper Cowlitz and Cispus",2017,11630,194,11233,11635,11990
"Tilton",2017,10425,180,10061,10432,10759
"Lower Cowlitz",2017,2269,818,1216,2102,4295
"Delameter_Above Weir",2017,111,20,76,110,154
"Lacamas_Above Weir",2017,457,124,271,439,757
"Olequa_Above Weir",2017,633,284,245,581,1331
"Ostrander_Above Weir",2017,178,27,132,175,238
"Green",2017,818,216,475,791,1307
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,661,460,125,561,1792
"SF Toutle",2017,1476,638,548,1381,2981
"Coweeman",2017,3123,700,2004,3031,4784
"Kalama",2017,272,121,102,251,569
