"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lower Lewis",2017,537,283,209,473,1245
"Upper NF Lewis",2017,6751,82,6592,6751,6912
"Cedar",2017,2339,490,1569,2275,3493
"EF Lewis",2017,2261,751,1257,2126,4081
"Salmon Creek",2017,2397,907,1194,2212,4638
"Washougal",2017,941,280,525,895,1621
"Lower Gorge",2017,655,246,290,621,1232
"Duncan_Above Weir",2017,24,7,12,23,41
"Grays_Chinook",2018,1266,272,850,1228,1899
"Elochoman_Skamokawa",2018,1885,434,1211,1827,2909
"Abernathy",2018,419,58,316,414,545
"Abernathy_Above AFTC",2018,211,31,156,208,277
"Mill",2018,294,45,215,290,391
"Germany",2018,418,58,316,414,544
"Upper Cowlitz and Cispus",2018,5998,104,5782,6002,6192
"Tilton",2018,4472,124,4214,4478,4697
"Lower Cowlitz",2018,1934,756,878,1797,3731
"Delameter_Above Weir",2018,149,20,114,147,193
"Lacamas_Above Weir",2018,552,88,416,539,762
"Olequa_Above Weir",2018,733,229,416,691,1288
"Ostrander_Above Weir",2018,108,22,69,107,157
"Green",2018,907,214,563,882,1391
"Upper NF Toutle",2018,3,2,0,2,7
"NF_MS Toutle",2018,586,414,128,481,1685
"SF Toutle",2018,1424,616,554,1316,2912
"Coweeman",2018,3788,855,2436,3682,5765
"Kalama",2018,314,125,145,291,623
"Lower Lewis",2018,485,271,175,424,1145
"Upper NF Lewis",2018,6662,82,6505,6661,6828
"Cedar",2018,3132,834,1934,2988,5197
"EF Lewis",2018,2136,688,1160,2020,3801
"Salmon Creek",2018,2665,1014,1331,2475,5177
"Washougal",2018,1004,306,557,953,1721
"Lower Gorge",2018,781,275,397,736,1421
"Duncan_Above Weir",2018,14,4,7,13,24
"Grays_Chinook",2019,1913,477,1224,1835,3058
"Elochoman_Skamokawa",2019,2731,593,1795,2656,4080
"Abernathy",2019,1115,112,912,1109,1350
"Abernathy_Above AFTC",2019,604,60,497,600,732
"Mill",2019,526,62,414,523,656
"Germany",2019,423,53,330,420,533
"Upper Cowlitz and Cispus",2019,9726,168,9377,9735,10036
"Tilton",2019,7224,182,6844,7232,7561
"Lower Cowlitz",2019,3129,1183,1603,2893,6039
"Delameter_Above Weir",2019,176,28,127,174,239
"Lacamas_Above Weir",2019,219,30,170,215,288
"Olequa_Above Weir",2019,498,99,360,480,739
"Ostrander_Above Weir",2019,173,26,127,171,230
"Green",2019,1569,370,985,1524,2422
"Upper NF Toutle",2019,459,22,417,458,503
"NF_MS Toutle",2019,855,621,222,693,2405
"SF Toutle",2019,2981,1127,1468,2765,5738
"Coweeman",2019,4733,1103,2948,4616,7220
"Kalama",2019,569,277,204,515,1233
"Lower Lewis",2019,639,393,186,545,1671
"Upper NF Lewis",2019,5320,73,5179,5320,5463
"Cedar",2019,4106,1200,2302,3925,6968
"EF Lewis",2019,2744,900,1463,2585,4902
"Salmon Creek",2019,3609,1477,1630,3337,7151
"Washougal",2019,1651,545,854,1563,2958
"Lower Gorge",2019,1439,477,826,1341,2620
"Duncan_Above Weir",2019,56,8,42,56,72
"Grays_Chinook",2020,2168,701,1214,2042,3869
"Elochoman_Skamokawa",2020,2546,677,1505,2456,4139
"Abernathy",2020,777,115,584,766,1038
"Abernathy_Above AFTC",2020,560,83,418,553,744
"Mill",2020,587,87,438,580,781
"Germany",2020,395,63,288,390,533
"Upper Cowlitz and Cispus",2020,20468,1110,17585,20700,21888
"Tilton",2020,11644,1456,8203,11860,13880
"Lower Cowlitz",2020,2936,1694,985,2567,7133
"Delameter_Above Weir",2020,278,46,199,274,378
"Lacamas_Above Weir",2020,890,202,583,861,1372
"Olequa_Above Weir",2020,1210,395,681,1132,2194
"Ostrander_Above Weir",2020,304,53,213,299,421
"Green",2020,1724,422,1075,1669,2712
"Upper NF Toutle",2020,75,9,59,75,94
"NF_MS Toutle",2020,952,783,220,738,2962
"SF Toutle",2020,3440,1697,1349,3071,7673
"Coweeman",2020,5982,1547,3627,5770,9603
"Kalama",2020,1065,548,445,945,2446
"Lower Lewis",2020,699,498,177,573,2000
"Upper NF Lewis",2020,9309,96,9120,9307,9500
"Cedar",2020,4402,1035,2851,4239,6859
"EF Lewis",2020,2373,999,1005,2188,4778
"Salmon Creek",2020,4011,2025,1560,3572,9110
"Washougal",2020,2390,902,1194,2218,4607
"Lower Gorge",2020,1264,564,526,1153,2680
"Duncan_Above Weir",2020,25,6,16,25,41
