"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2010,4473,1034,2808,4342,6872
"EF Lewis",2010,2481,941,1140,2326,4710
"Elochoman, Skamokawa",2010,2726,686,1671,2628,4356
"Grays, Chinook",2010,2450,833,1247,2301,4444
"Kalama",2010,577,261,239,521,1250
"Lower Cowlitz",2010,8962,3071,4758,8398,16496
"Lower Gorge",2010,804,305,423,736,1585
"Mill, Abernathy, Germany, Coal",2010,1303,353,831,1238,2180
"NF Lewis",2010,3462,774,2527,3283,5483
"NF Toutle",2010,4016,970,2580,3869,6277
"Salmon Creek",2010,3490,1875,1170,3082,8166
"SF Toutle",2010,2295,898,1072,2131,4469
"Tilton",2010,2975,148,2669,2980,3254
"Upper Cowlitz and Cispus",2010,22103,279,21525,22112,22630
"Washougal",2010,1132,400,574,1061,2095
"Coweeman",2011,4230,914,2798,4117,6331
"EF Lewis",2011,2155,779,1023,2028,4021
"Elochoman, Skamokawa",2011,1606,388,999,1554,2497
"Grays, Chinook",2011,1852,507,1118,1766,3088
"Kalama",2011,383,182,154,345,838
"Lower Cowlitz",2011,7168,6887,3234,6164,16349
"Lower Gorge",2011,658,227,357,615,1222
"Mill, Abernathy, Germany, Coal",2011,759,213,481,719,1271
"NF Lewis",2011,2129,540,1526,2003,3484
"NF Toutle",2011,1606,687,731,1472,3241
"Salmon Creek",2011,2183,1085,848,1957,4886
"SF Toutle",2011,1621,711,592,1500,3349
"Tilton",2011,6310,241,5812,6325,6757
"Upper Cowlitz and Cispus",2011,19411,278,18842,19420,19935
"Washougal",2011,731,247,370,690,1323
"Coweeman",2012,3429,757,2224,3335,5175
"EF Lewis",2012,2972,1105,1566,2745,5743
"Elochoman, Skamokawa",2012,863,235,478,839,1395
"Grays, Chinook",2012,1401,418,756,1346,2374
"Kalama",2012,299,122,136,275,601
"Lower Cowlitz",2012,6838,12346,2682,5464,17908
"Lower Gorge",2012,592,199,315,556,1087
"Mill, Abernathy, Germany, Coal",2012,599,129,407,580,909
"NF Lewis",2012,1917,367,1438,1850,2801
"NF Toutle",2012,1953,688,1176,1818,3453
"Salmon Creek",2012,1623,714,676,1491,3362
"SF Toutle",2012,2366,857,1192,2208,4496
"Tilton",2012,4905,202,4481,4915,5271
"Upper Cowlitz and Cispus",2012,3837,80,3675,3838,3990
"Washougal",2012,570,174,303,543,983
"Coweeman",2013,4535,952,3027,4415,6732
"EF Lewis",2013,2999,1021,1602,2816,5550
"Elochoman, Skamokawa",2013,1366,313,866,1330,2096
"Grays, Chinook",2013,2279,549,1449,2197,3604
"Kalama",2013,402,157,190,372,781
"Lower Cowlitz",2013,8766,4905,4590,7722,18884
