"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2014,5295,2215,2255,4907,10693
"SF Toutle",2014,11275,4328,5666,10420,22061
"Tilton",2014,8923,95,8740,8922,9111
"Upper Cowlitz and Cispus",2014,6851,82,6691,6850,7011
"Washougal",2014,583,212,272,550,1094
"Coweeman",2015,1090,283,617,1066,1723
"EF Lewis",2015,559,234,209,522,1116
"Elochoman, Skamokawa",2015,299,112,121,285,556
"Grays, Chinook",2015,243,123,64,223,533
"Kalama",2015,19,11,5,17,47
"Lower Cowlitz",2015,2602,519,1794,2540,3791
"Lower Gorge",2015,367,134,181,344,689
"Mill, Abernathy, Germany, Coal",2015,667,69,540,665,812
"NF Lewis",2015,1006,179,732,984,1406
"NF Toutle",2015,719,276,359,677,1298
"Salmon Creek",2015,1021,412,443,952,2021
"SF Toutle",2015,1351,539,629,1247,2699
"Tilton",2015,1361,37,1289,1361,1433
"Upper Cowlitz and Cispus",2015,376,19,339,376,414
"Washougal",2015,123,63,35,112,276
"Coweeman",2016,3229,724,2031,3148,4873
"EF Lewis",2016,869,483,192,789,2006
"Elochoman, Skamokawa",2016,762,269,333,735,1360
"Grays, Chinook",2016,639,241,254,609,1193
"Kalama",2016,116,90,13,95,345
"Lower Cowlitz",2016,4867,1014,3277,4736,7212
"Lower Gorge",2016,878,317,443,821,1661
"Mill, Abernathy, Germany, Coal",2016,1139,94,965,1136,1332
"NF Lewis",2016,3424,501,2637,3372,4502
"NF Toutle",2016,1713,456,1115,1628,2795
"Salmon Creek",2016,2442,976,1086,2261,4808
"SF Toutle",2016,2929,1049,1499,2735,5487
"Tilton",2016,2628,50,2530,2627,2726
"Upper Cowlitz and Cispus",2016,911,30,854,910,972
"Washougal",2016,260,114,97,240,534
"Coweeman",2017,2804,676,1693,2731,4326
"EF Lewis",2017,1424,541,678,1327,2756
"Elochoman, Skamokawa",2017,1096,323,548,1063,1829
"Grays, Chinook",2017,284,168,58,251,692
"Kalama",2017,95,82,7,73,299
"Lower Cowlitz",2017,2917,793,1714,2807,4738
"Lower Gorge",2017,542,216,226,511,1049
"Mill, Abernathy, Germany, Coal",2017,857,81,707,852,1024
"NF Lewis",2017,4366,532,3455,4321,5551
"NF Toutle",2017,1007,359,513,944,1875
"Salmon Creek",2017,2109,840,985,1945,4193
"SF Toutle",2017,1287,580,454,1190,2639
"Tilton",2017,5197,73,5055,5197,5339
"Upper Cowlitz and Cispus",2017,5201,74,5058,5201,5346
"Washougal",2017,236,95,98,221,464
"Coweeman",2018,3021,928,1276,2981,5008
"EF Lewis",2018,1866,615,986,1762,3349
"Elochoman, Skamokawa",2018,1200,389,556,1159,2067
"Grays, Chinook",2018,285,175,49,249,718
"Kalama",2018,107,77,14,90,299
"Lower Cowlitz",2018,3109,756,1944,3003,4874
"Lower Gorge",2018,624,228,305,587,1160
"Mill, Abernathy, Germany, Coal",2018,957,93,790,951,1155
"NF Lewis",2018,3305,825,2004,3197,5226
"NF Toutle",2018,1009,350,508,953,1825
"Salmon Creek",2018,2370,918,1154,2196,4653
"SF Toutle",2018,1255,571,455,1156,2654
"Tilton",2018,1321,36,1249,1320,1392
"Upper Cowlitz and Cispus",2018,171,13,146,170,197
"Washougal",2018,265,144,71,238,623
"Coweeman",2019,3336,927,1811,3238,5427
"EF Lewis",2019,2496,840,1294,2353,4489
"Elochoman, Skamokawa",2019,1817,523,947,1766,2984
"Grays, Chinook",2019,654,434,82,570,1687
"Kalama",2019,207,172,21,160,656
"Lower Cowlitz",2019,3917,1141,2428,3696,6698
"Lower Gorge",2019,1113,385,594,1038,2067
"Mill, Abernathy, Germany, Coal",2019,1501,123,1272,1496,1755
"NF Lewis",2019,5232,1148,3483,5066,7938
"NF Toutle",2019,2217,510,1476,2141,3382
"Salmon Creek",2019,3168,1326,1389,2920,6381
"SF Toutle",2019,2693,1035,1306,2495,5175
"Tilton",2019,1558,39,1483,1558,1636
"Upper Cowlitz and Cispus",2019,3563,59,3448,3563,3681
"Washougal",2019,722,293,303,674,1435
"Coweeman",2020,5106,1404,2950,4910,8343
"EF Lewis",2020,2121,921,865,1953,4381
"Elochoman, Skamokawa",2020,2188,649,1136,2112,3693
"Grays, Chinook",2020,1287,610,364,1200,2730
"Kalama",2020,375,238,111,320,976
"Lower Cowlitz",2020,5176,1688,3050,4857,9261
"Lower Gorge",2020,1086,508,414,987,2308
"Mill, Abernathy, Germany, Coal",2020,1588,179,1260,1579,1961
"NF Lewis",2020,8300,898,6902,8173,10433
"NF Toutle",2020,2264,736,1332,2121,4056
"Salmon Creek",2020,3398,1758,1285,3016,7824
"SF Toutle",2020,3342,1652,1308,2982,7418
"Tilton",2020,2368,55,2260,2368,2475
"Upper Cowlitz and Cispus",2020,8862,117,8614,8867,9079
"Washougal",2020,1016,432,443,938,2091
