"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,442,191,170,409,904
"Elochoman_Skamokawa",2010,742,268,342,702,1371
"Abernathy",2010,504,52,410,502,611
"Abernathy_Above AFTC",2010,317,160,111,284,716
"Mill",2010,391,262,103,327,1075
"Germany",2010,279,169,82,239,691
"Upper Cowlitz and Cispus",2010,2773,53,2671,2772,2880
"Tilton",2010,898,29,842,898,956
"Lower Cowlitz",2010,3155,1298,1434,2890,6430
"Delameter_Above Weir",2010,264,138,72,241,599
"Lacamas_Above Weir",2010,1920,1804,157,1445,6430
"Olequa_Above Weir",2010,2106,1226,692,1808,5234
"Ostrander_Above Weir",2010,180,133,31,147,523
"Green",2010,848,207,526,820,1335
"Upper NF Toutle",2010,205,14,178,205,234
"NF_MS Toutle",2010,751,595,67,616,2267
"SF Toutle",2010,1887,751,860,1749,3740
"Coweeman",2010,4318,970,2716,4214,6455
"Kalama",2010,12,11,1,8,43
"Lower Lewis",2010,1124,632,409,975,2738
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,1448,113,1243,1441,1685
"EF Lewis",2010,1871,752,791,1739,3680
"Salmon Creek",2010,2885,1600,759,2567,6774
"Washougal",2010,687,246,330,646,1277
"Lower Gorge",2010,574,223,269,537,1114
"Duncan_Above Weir",2010,68,14,44,67,100
"Grays_Chinook",2011,89,44,29,81,202
"Elochoman_Skamokawa",2011,686,225,330,656,1208
"Abernathy",2011,259,31,203,257,324
"Abernathy_Above AFTC",2011,196,96,74,178,430
"Mill",2011,200,140,53,166,553
"Germany",2011,166,104,49,143,423
"Upper Cowlitz and Cispus",2011,7614,88,7444,7614,7789
"Tilton",2011,1963,44,1879,1963,2049
"Lower Cowlitz",2011,1812,784,730,1673,3706
"Delameter_Above Weir",2011,191,88,71,175,404
"Lacamas_Above Weir",2011,2204,2996,172,1416,8821
"Olequa_Above Weir",2011,1707,1058,629,1441,4439
"Ostrander_Above Weir",2011,134,105,23,110,387
"Green",2011,435,202,155,395,932
"Upper NF Toutle",2011,63,8,49,63,80
"NF_MS Toutle",2011,594,457,95,490,1723
"SF Toutle",2011,1410,646,498,1297,2960
"Coweeman",2011,3837,811,2588,3730,5751
