"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Washougal",2017,221,87,95,207,428
"Coweeman",2018,2881,858,1256,2849,4701
"EF Lewis",2018,1974,657,1065,1858,3547
"Elochoman, Skamokawa",2018,1172,385,539,1130,2069
"Grays, Chinook",2018,287,174,52,253,707
"Kalama",2018,109,77,15,92,295
"Lower Cowlitz",2018,3022,643,1971,2953,4488
"Lower Gorge",2018,640,206,333,609,1133
"Mill, Abernathy, Germany, Coal",2018,977,94,806,973,1173
"NF Lewis",2018,3043,751,1873,2940,4805
"NF Toutle",2018,998,317,514,953,1747
"Salmon Creek",2018,2101,803,1086,1938,4056
"SF Toutle",2018,1262,568,449,1162,2605
"Tilton",2018,1321,36,1250,1321,1392
"Upper Cowlitz and Cispus",2018,170,13,146,170,196
"Washougal",2018,251,129,71,228,569
"Coweeman",2019,3473,902,1936,3408,5395
"EF Lewis",2019,2870,935,1491,2727,5107
"Elochoman, Skamokawa",2019,1805,528,933,1747,3015
"Grays, Chinook",2019,655,417,98,572,1656
"Kalama",2019,199,149,21,163,574
"Lower Cowlitz",2019,3653,852,2427,3515,5708
"Lower Gorge",2019,1155,365,648,1087,2062
"Mill, Abernathy, Germany, Coal",2019,1501,125,1272,1496,1761
"NF Lewis",2019,4764,929,3318,4627,6933
"NF Toutle",2019,2239,474,1516,2180,3366
"Salmon Creek",2019,2903,1035,1440,2732,5432
"SF Toutle",2019,2665,1001,1297,2481,5080
"Tilton",2019,1558,40,1481,1558,1637
"Upper Cowlitz and Cispus",2019,3562,60,3446,3562,3682
"Washougal",2019,660,237,298,625,1213
"Coweeman",2020,4879,1097,3093,4766,7392
"EF Lewis",2020,2888,1043,1333,2738,5312
"Elochoman, Skamokawa",2020,2228,594,1218,2172,3541
"Grays, Chinook",2020,1254,495,444,1210,2340
"Kalama",2020,306,166,100,270,715
"Lower Cowlitz",2020,4937,1010,3370,4813,7269
"Lower Gorge",2020,1287,447,618,1216,2345
"Mill, Abernathy, Germany, Coal",2020,1562,173,1245,1554,1922
"NF Lewis",2020,7631,628,6610,7555,9065
"NF Toutle",2020,2288,588,1418,2194,3654
"Salmon Creek",2020,2976,1120,1378,2798,5645
"SF Toutle",2020,2989,1181,1358,2774,5879
"Tilton",2020,2401,49,2305,2400,2498
"Upper Cowlitz and Cispus",2020,8915,94,8732,8914,9099
"Washougal",2020,814,275,419,766,1479
"Coweeman",2021,4921,1235,2968,4774,7768
"EF Lewis",2021,5345,1894,2811,4981,10088
"Elochoman, Skamokawa",2021,1712,439,1039,1645,2721
"Grays, Chinook",2021,1262,339,751,1210,2089
"Kalama",2021,219,149,51,183,608
"Lower Cowlitz",2021,6691,1511,4498,6448,10270
"Lower Gorge",2021,1661,655,853,1519,3313
"Mill, Abernathy, Germany, Coal",2021,1419,149,1150,1411,1735
"NF Lewis",2021,4762,563,3857,4696,6063
"NF Toutle",2021,2923,866,1681,2778,5018
"Salmon Creek",2021,3329,1397,1431,3077,6722
"SF Toutle",2021,3480,1459,1609,3190,7096
"Tilton",2021,6434,104,6219,6437,6627
"Upper Cowlitz and Cispus",2021,9606,119,9356,9611,9825
"Washougal",2021,1394,507,626,1323,2575
