"","Population","Year","X2.5.","X25.","X50.","X75.","X97.5.","Origin"
"1","Coweeman",2010,1.73616052939769,3.18682357028507,4.27510058034337,5.54672514344886,9.05532198113356,"Hatchery"
"2","Coweeman",2011,0.574553153063246,1.24900274486701,1.79299829952074,2.54367011079375,4.60505369891559,"Hatchery"
"3","Coweeman",2012,0.229683689463109,0.688273187798559,1.18690641520242,1.95900726918539,4.55653058101652,"Hatchery"
"4","Coweeman",2013,1.90292915994418,3.90176188077863,5.33789367572041,7.20400596623733,12.3291673230597,"Hatchery"
"5","Coweeman",2014,7.91344286217117,11.9463964259888,14.6219509928418,17.6951309791115,24.9006243074439,"Hatchery"
"6","Coweeman",2015,1.13855934224326,2.37300960169624,3.31706140751751,4.4703628268112,7.396910084919,"Hatchery"
"7","Coweeman",2016,1.80080090833557,4.03279790903097,5.80595714308205,8.02297642692263,13.6343307519783,"Hatchery"
"8","Coweeman",2017,0.418581055720989,1.52337846146824,2.74268723478144,4.59581745574345,10.3364897402335,"Hatchery"
"9","Coweeman",2018,0.784138517548323,3.09760503732073,6.04934861813036,10.9480210093543,25.3807053243797,"Hatchery"
"10","Coweeman",2019,5.26554736600315,10.5984859417433,14.4622100828299,19.0555800226227,30.498058528583,"Hatchery"
"11","Coweeman",2020,2.77782922352156,6.1575425688458,8.84901727642733,12.3044675462259,21.6406449381185,"Hatchery"
"12","Coweeman",2021,6.23239789665136,10.6594451809415,13.8530024379734,17.8263040055129,28.5080212442983,"Hatchery"
"13","EF Lewis",2010,1.26878134379928,2.81663183005593,4.14333556255812,5.90265253196002,11.2296489977851,"Hatchery"
"14","EF Lewis",2011,0.148596548896088,0.474123688278321,0.827194099311255,1.3690663873228,3.36455410527228,"Hatchery"
"15","EF Lewis",2012,0.311625232583957,0.818466691957621,1.28043066669622,1.99079550843026,4.34581697096261,"Hatchery"
"16","EF Lewis",2013,0.650618021879157,1.28790995985779,1.79881024177365,2.49298203633124,4.70203880825923,"Hatchery"
"17","EF Lewis",2014,2.27503094973709,4.60701269763319,6.41341525434296,8.79773351088136,15.6567094566529,"Hatchery"
"18","EF Lewis",2015,0.242771967325435,0.691779658888584,1.11263964394964,1.74561292776348,3.72604468181141,"Hatchery"
"19","EF Lewis",2016,1.51483976067828,3.97233842055169,5.9699261329709,8.45351045990399,14.9325342744522,"Hatchery"
"20","EF Lewis",2017,2.24379450771266,4.1963501436532,5.62624420484094,7.49853304605199,12.9951801074121,"Hatchery"
"21","EF Lewis",2018,0.49988320062415,1.19691411107967,1.80715859914015,2.67204943842783,5.24882399272899,"Hatchery"
